method,rule,qset,fit,n_train_rungs,model,n_docs,pred,obs,rmse_nats,rmse_log,params
ekfac,top40,in-dist,extrapolate,3,kaplan-ols,32000,0.029753062515169144,0.018609146278367916,0.04355034864269493,0.524084189650884,
ekfac,top40,in-dist,extrapolate,3,kaplan-ols,64000,0.04297980703182482,0.0812900384273462,0.04355034864269493,0.524084189650884,
ekfac,top40,in-dist,extrapolate,3,kaplan-ols,128000,0.062086509970229124,0.13727869987429625,0.04355034864269493,0.524084189650884,
ekfac,top40,in-dist,extrapolate,3,kaplan-ols,256000,0.08968711091301745,0.10731866757074993,0.04355034864269493,0.524084189650884,
ekfac,top40,in-dist,extrapolate,3,kaplan-ols,512000,0.12955757809193877,0.173450247446696,0.04355034864269493,0.524084189650884,
ekfac,top40,in-dist,extrapolate,3,kaplan-huber,32000,0.02648162554221199,0.018609146278367916,0.05092407042427536,0.5994764231690867,
ekfac,top40,in-dist,extrapolate,3,kaplan-huber,64000,0.03817233422521321,0.0812900384273462,0.05092407042427536,0.5994764231690867,
ekfac,top40,in-dist,extrapolate,3,kaplan-huber,128000,0.055024080673548845,0.13727869987429625,0.05092407042427536,0.5994764231690867,
ekfac,top40,in-dist,extrapolate,3,kaplan-huber,256000,0.0793152820078113,0.10731866757074993,0.05092407042427536,0.5994764231690867,
ekfac,top40,in-dist,extrapolate,3,kaplan-huber,512000,0.1143301965788734,0.173450247446696,0.05092407042427536,0.5994764231690867,
ekfac,top40,in-dist,extrapolate,3,kaplan-smear,32000,0.038410415502933275,0.018609146278367916,0.02994815475289396,0.4412812939892155,
ekfac,top40,in-dist,extrapolate,3,kaplan-smear,64000,0.05536726648332511,0.0812900384273462,0.02994815475289396,0.4412812939892155,
ekfac,top40,in-dist,extrapolate,3,kaplan-smear,128000,0.0798099723134063,0.13727869987429625,0.02994815475289396,0.4412812939892155,
ekfac,top40,in-dist,extrapolate,3,kaplan-smear,256000,0.1150432753003079,0.10731866757074993,0.02994815475289396,0.4412812939892155,
ekfac,top40,in-dist,extrapolate,3,kaplan-smear,512000,0.1658308455470952,0.173450247446696,0.02994815475289396,0.4412812939892155,
ekfac,top40,in-dist,extrapolate,3,offset-huber,32000,0.035204112936519066,0.018609146278367916,0.22164061684241845,0.7915618697455193,
ekfac,top40,in-dist,extrapolate,3,offset-huber,64000,0.06847028260883188,0.0812900384273462,0.22164061684241845,0.7915618697455193,
ekfac,top40,in-dist,extrapolate,3,offset-huber,128000,0.14035571004694947,0.13727869987429625,0.22164061684241845,0.7915618697455193,
ekfac,top40,in-dist,extrapolate,3,offset-huber,256000,0.295694143322054,0.10731866757074993,0.22164061684241845,0.7915618697455193,
ekfac,top40,in-dist,extrapolate,3,offset-huber,512000,0.631367585246516,0.173450247446696,0.22164061684241845,0.7915618697455193,
ekfac,top40,in-dist,extrapolate,3,sat-huber,32000,0.020296419320983528,0.018609146278367916,0.09015914160117566,1.289485330738822,
ekfac,top40,in-dist,extrapolate,3,sat-huber,64000,0.023840767519430983,0.0812900384273462,0.09015914160117566,1.289485330738822,
ekfac,top40,in-dist,extrapolate,3,sat-huber,128000,0.027336319628851913,0.13727869987429625,0.09015914160117566,1.289485330738822,
ekfac,top40,in-dist,extrapolate,3,sat-huber,256000,0.030783747439423442,0.10731866757074993,0.09015914160117566,1.289485330738822,
ekfac,top40,in-dist,extrapolate,3,sat-huber,512000,0.03418371349258892,0.173450247446696,0.09015914160117566,1.289485330738822,
ekfac,top40,in-dist,extrapolate,4,loglin,64000,0.026110780238195738,0.0812900384273462,0.09987669307464525,1.4006193394722712,
ekfac,top40,in-dist,extrapolate,4,loglin,128000,0.028842577138480024,0.13727869987429625,0.09987669307464525,1.4006193394722712,
ekfac,top40,in-dist,extrapolate,4,loglin,256000,0.0315743740387643,0.10731866757074993,0.09987669307464525,1.4006193394722712,
ekfac,top40,in-dist,extrapolate,4,loglin,512000,0.034306170939048586,0.173450247446696,0.09987669307464525,1.4006193394722712,
ekfac,top40,in-dist,extrapolate,4,kaplan-ols,64000,0.02378149456016279,0.0812900384273462,0.09695308837920089,1.3442190422419469,
ekfac,top40,in-dist,extrapolate,4,kaplan-ols,128000,0.02876499720162417,0.13727869987429625,0.09695308837920089,1.3442190422419469,
ekfac,top40,in-dist,extrapolate,4,kaplan-ols,256000,0.03479281177708212,0.10731866757074993,0.09695308837920089,1.3442190422419469,
ekfac,top40,in-dist,extrapolate,4,kaplan-ols,512000,0.04208377782449819,0.173450247446696,0.09695308837920089,1.3442190422419469,
ekfac,top40,in-dist,extrapolate,4,kaplan-huber,64000,0.022692039761308517,0.0812900384273462,0.09823727227405425,1.3859113684275317,
ekfac,top40,in-dist,extrapolate,4,kaplan-huber,128000,0.02753611174943712,0.13727869987429625,0.09823727227405425,1.3859113684275317,
ekfac,top40,in-dist,extrapolate,4,kaplan-huber,256000,0.033414248267374165,0.10731866757074993,0.09823727227405425,1.3859113684275317,
ekfac,top40,in-dist,extrapolate,4,kaplan-huber,512000,0.04054719117329775,0.173450247446696,0.09823727227405425,1.3859113684275317,
ekfac,top40,in-dist,extrapolate,4,kaplan-smear,64000,0.030796829736627597,0.0812900384273462,0.0871707156995882,1.0833983228121857,
ekfac,top40,in-dist,extrapolate,4,kaplan-smear,128000,0.037371032048079976,0.13727869987429625,0.0871707156995882,1.0833983228121857,
ekfac,top40,in-dist,extrapolate,4,kaplan-smear,256000,0.04534862998179351,0.10731866757074993,0.0871707156995882,1.0833983228121857,
ekfac,top40,in-dist,extrapolate,4,kaplan-smear,512000,0.05502920654104008,0.173450247446696,0.0871707156995882,1.0833983228121857,
ekfac,top40,in-dist,extrapolate,4,offset-huber,64000,0.022692318930840505,0.0812900384273462,0.09823674600562585,1.3858956510431413,
ekfac,top40,in-dist,extrapolate,4,offset-huber,128000,0.027536514297123636,0.13727869987429625,0.09823674600562585,1.3858956510431413,
ekfac,top40,in-dist,extrapolate,4,offset-huber,256000,0.03341481546194094,0.10731866757074993,0.09823674600562585,1.3858956510431413,
ekfac,top40,in-dist,extrapolate,4,offset-huber,512000,0.04054797628051571,0.173450247446696,0.09823674600562585,1.3858956510431413,
ekfac,top40,in-dist,extrapolate,4,sat-huber,64000,0.021598408368592947,0.0812900384273462,0.104045978690968,1.557323384462228,
ekfac,top40,in-dist,extrapolate,4,sat-huber,128000,0.024440460152906046,0.13727869987429625,0.104045978690968,1.557323384462228,
ekfac,top40,in-dist,extrapolate,4,sat-huber,256000,0.027224699761547344,0.10731866757074993,0.104045978690968,1.557323384462228,
ekfac,top40,in-dist,extrapolate,4,sat-huber,512000,0.029952303192672197,0.173450247446696,0.104045978690968,1.557323384462228,
ekfac,top40,in-dist,extrapolate,5,loglin,128000,0.07298598368980044,0.13727869987429625,0.057373362617571325,0.49730956731879306,
ekfac,top40,in-dist,extrapolate,5,loglin,256000,0.08675363222791482,0.10731866757074993,0.057373362617571325,0.49730956731879306,
ekfac,top40,in-dist,extrapolate,5,loglin,512000,0.1005212807660292,0.173450247446696,0.057373362617571325,0.49730956731879306,
ekfac,top40,in-dist,extrapolate,5,kaplan-ols,128000,0.07451330508781497,0.13727869987429625,0.03648209591024246,0.3547364044673305,
ekfac,top40,in-dist,extrapolate,5,kaplan-ols,256000,0.11434084345705015,0.10731866757074993,0.03648209591024246,0.3547364044673305,
ekfac,top40,in-dist,extrapolate,5,kaplan-ols,512000,0.175456295584553,0.173450247446696,0.03648209591024246,0.3547364044673305,
ekfac,top40,in-dist,extrapolate,5,kaplan-huber,128000,0.09970073630271976,0.13727869987429625,0.07531175776391187,0.4247175181375058,
ekfac,top40,in-dist,extrapolate,5,kaplan-huber,256000,0.16788470221156201,0.10731866757074993,0.07531175776391187,0.4247175181375058,
ekfac,top40,in-dist,extrapolate,5,kaplan-huber,512000,0.28269874708935305,0.173450247446696,0.07531175776391187,0.4247175181375058,
ekfac,top40,in-dist,extrapolate,5,kaplan-smear,128000,0.12730042193407415,0.13727869987429625,0.12478787411656529,0.583509081616787,
ekfac,top40,in-dist,extrapolate,5,kaplan-smear,256000,0.21435943424647735,0.10731866757074993,0.12478787411656529,0.583509081616787,
ekfac,top40,in-dist,extrapolate,5,kaplan-smear,512000,0.36095691084406806,0.173450247446696,0.12478787411656529,0.583509081616787,
ekfac,top40,in-dist,extrapolate,5,offset-huber,128000,0.5320090509899659,0.13727869987429625,19.257638217408218,3.7799467195173015,
ekfac,top40,in-dist,extrapolate,5,offset-huber,256000,4.170442235441657,0.10731866757074993,19.257638217408218,3.7799467195173015,
ekfac,top40,in-dist,extrapolate,5,offset-huber,512000,33.2779077110552,0.173450247446696,19.257638217408218,3.7799467195173015,
ekfac,top40,in-dist,extrapolate,5,sat-huber,128000,0.0418488714683769,0.13727869987429625,0.09425667073837292,1.0602754736652669,
ekfac,top40,in-dist,extrapolate,5,sat-huber,256000,0.04838086003773462,0.10731866757074993,0.09425667073837292,1.0602754736652669,
ekfac,top40,in-dist,extrapolate,5,sat-huber,512000,0.05482292079021195,0.173450247446696,0.09425667073837292,1.0602754736652669,
ekfac,top40,in-dist,extrapolate,6,loglin,256000,0.12961544301757855,0.10731866757074993,0.02160120663396421,0.1613848111726487,
ekfac,top40,in-dist,extrapolate,6,loglin,512000,0.15256776529633514,0.173450247446696,0.02160120663396421,0.1613848111726487,
ekfac,top40,in-dist,extrapolate,6,kaplan-ols,256000,0.1650361228902743,0.10731866757074993,0.08196037808388756,0.4439417107620556,
ekfac,top40,in-dist,extrapolate,6,kaplan-ols,512000,0.27396742260968143,0.173450247446696,0.08196037808388756,0.4439417107620556,
ekfac,top40,in-dist,extrapolate,6,kaplan-huber,256000,0.23160498664027587,0.10731866757074993,0.19136862236775656,0.820970129437731,
ekfac,top40,in-dist,extrapolate,6,kaplan-huber,512000,0.41385991893687135,0.173450247446696,0.19136862236775656,0.820970129437731,
ekfac,top40,in-dist,extrapolate,6,kaplan-smear,256000,0.2714241162356251,0.10731866757074993,0.2490003070822822,0.9793706003990411,
ekfac,top40,in-dist,extrapolate,6,kaplan-smear,512000,0.4850135757968754,0.173450247446696,0.2490003070822822,0.9793706003990411,
ekfac,top40,in-dist,extrapolate,6,offset-huber,256000,0.40495094071347654,0.10731866757074993,0.6970476002538017,1.6155209101756471,
ekfac,top40,in-dist,extrapolate,6,offset-huber,512000,1.1132192318375733,0.173450247446696,0.6970476002538017,1.6155209101756471,
ekfac,top40,in-dist,extrapolate,6,sat-huber,256000,0.07213457834410175,0.10731866757074993,0.06901150837139297,0.596458894289186,
ekfac,top40,in-dist,extrapolate,6,sat-huber,512000,0.08241587788947358,0.173450247446696,0.06901150837139297,0.596458894289186,
ekfac,top40,in-dist,extrapolate,7,loglin,512000,0.13982675075529055,0.173450247446696,0.033623496691405436,0.21548663835610604,
ekfac,top40,in-dist,extrapolate,7,kaplan-ols,512000,0.20493837542632493,0.173450247446696,0.03148812797962894,0.16681852623878957,
ekfac,top40,in-dist,extrapolate,7,kaplan-huber,512000,0.22143499808372868,0.173450247446696,0.0479847506370327,0.24423828400912795,
ekfac,top40,in-dist,extrapolate,7,kaplan-smear,512000,0.2799556144042926,0.173450247446696,0.10650536695759663,0.47874027058734936,
ekfac,top40,in-dist,extrapolate,7,offset-huber,512000,0.22966856451157389,0.173450247446696,0.0562183170648779,0.2807464457554445,
ekfac,top40,in-dist,extrapolate,7,sat-huber,512000,0.09724777920442806,0.173450247446696,0.07620246824226792,0.5786286537379834,
