log,phase,seconds,iters,passes
_logs/top40_256k_q18_20.log,filter-proponents,17775,2,1
_logs/top40_256k_q2_4.log,Training,8810,2000,1
_logs/top40_256k_q2_4.log,filter-proponents,17605,2,1
_logs/top40_256k_q4_6.log,Training,8840,2000,1
_logs/top40_256k_q4_6.log,filter-proponents,17674,2,1
_logs/top40_256k_q6_8.log,Training,8810,2000,1
_logs/top40_256k_q6_8.log,filter-proponents,17600,2,1
_logs/top40_256k_q8_10.log,Training,8884,2000,1
_logs/top40_256k_q8_10.log,filter-proponents,17765,2,1
_logs/tune_adamw_1m_bs256_lr0.0004.log,Training,29590,7813,1
_logs/tune_adamw_1m_bs256_lr0.0008.log,Training,29580,7813,1
_logs/tune_adamw_1m_bs256_lr0.0016.log,Training,29578,7813,1
_logs/tune_adamw_1m_bs256_lr0.0032.log,Training,29608,7813,1
_logs/tune_adamw_512k_bs256_a100_lr0.0001.log,Training,15170,4000,1
_logs/tune_adamw_512k_bs256_a100_lr0.0002.log,Training,15161,4000,1
_logs/tune_adamw_512k_bs256_a100_lr0.0004.log,Training,15185,4000,1
_logs/tune_adamw_512k_bs256_a100_lr0.0008.log,Training,15157,4000,1
_logs/tune_adamw_512k_bs256_a100_lr0.0016.log,Training,15171,4000,1
_logs/tune_adamw_512k_bs256_a100_lr0.0032.log,Training,15201,4000,1
_logs/tune_adamw_512k_bs256_lr0.0001.log,Training,17762,4000,1
_logs/tune_adamw_512k_bs256_lr0.0002.log,Training,18104,4000,1
_logs/tune_adamw_512k_bs256_lr0.0004.log,Training,18303,4000,1
_logs/tune_adamw_512k_bs256_lr0.0008.log,Training,17929,4000,1
_logs/tune_adamw_512k_bs256_lr0.0016.log,Training,17573,4000,1
_logs/tune_adamw_512k_bs256_lr2.5e-05.log,Training,17690,4000,1
_logs/tune_adamw_512k_bs256_lr5e-05.log,Training,17756,4000,1
_logs/tune_muon512_lr0.0001.log,Training,18280,4000,1
_logs/tune_muon512_lr0.0002.log,Training,18483,4000,1
_logs/tune_muon512_lr0.0004.log,Training,18358,4000,1
_logs/tune_muon512_lr0.0008.log,Training,18537,4000,1
_logs/tune_muon512_lr0.0016.log,Training,18473,4000,1
_logs/tune_muon_256k_bs256_lr0.0001.log,Training,9227,2000,1
_logs/tune_muon_256k_bs256_lr0.0002.log,Training,9429,2000,1
_logs/tune_muon_256k_bs256_lr0.0004.log,Training,9315,2000,1
_logs/tune_muon_256k_bs256_lr0.0008.log,Training,9221,2000,1
_logs/tune_muon_256k_bs256_lr0.0016.log,Training,9228,2000,1
_logs/tune_muon_256k_bs256_lr5e-05.log,Training,9220,2000,1
diagnostics/ms_16k_bs128_lr2e-4/ms.log,Training,1115,500,2
diagnostics/ms_16k_bs32_lr2e-4/ms.log,Training,1263,2000,2
diagnostics/ms_16k_bs64_lr2e-4/ms.log,Training,579,500,1
diagnostics/ms_16k_ep4_lr2e-4/ms.log,Training,3301,750,3
diagnostics/ms_anchor_lr5e-5/ms.log,Training,1107,250,2
diagnostics/ms_bs16_lr2e-4/ms.log,Training,741,2000,1
diagnostics/ms_scale0.25_lr2e-4/ms.log,Training,563,125,1
experiments/_logs/plan_adam_eps1e17_128k_bs256_ekfac.log,Computing Approximating Hessians with kfac,4311,8000,1
experiments/_logs/plan_adam_eps1e17_128k_bs256_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),28585,56000,7
experiments/_logs/plan_adam_eps1e17_128k_bs256_ekfac.log,Computing New worker - Collecting gradients,5043,56012,13
experiments/_logs/plan_muon_eps1e17_128k_bs256_base.log,Training,4692,1000,1
experiments/gm1024_seedvar_s21/ms.log,Training,34395,375,3
experiments/gm1024_seedvar_s22/ms.log,Training,34302,375,3
experiments/gm16k_seedvar_s11/ms.log,Training,5947,2000,2
experiments/gm16k_seedvar_s12/ms.log,Training,5933,2000,2
experiments/gpt2medium_128k_bs2048_lr1.25e-5/ms.log,Training,11733,250,2
experiments/gpt2medium_128k_bs2048_lr2.5e-5/ms.log,Training,11819,250,2
experiments/gpt2medium_128k_bs2048_lr3.1e-6/ms.log,Training,34994,375,3
experiments/gpt2medium_128k_bs2048_lr5e-5/ms.log,Training,34677,375,3
experiments/gpt2medium_128k_bs2048_lr6.25e-6/ms.log,Training,34795,375,3
experiments/gpt2medium_16k_bs256_lr1.25e-5/ms.log,Training,776,125,1
experiments/gpt2medium_16k_bs256_lr2.5e-5/ms.log,Training,2331,375,3
experiments/gpt2medium_16k_bs256_lr5e-5/ms.log,Training,1543,250,2
experiments/gpt2medium_16k_bs32/ekfac.log,Computing Approximating Hessians with kfac,1238,4000,1
experiments/gpt2medium_16k_bs32/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2120,4000,1
experiments/gpt2medium_16k_bs32/ekfac.log,Computing New worker - Collecting gradients,859,4005,2
experiments/gpt2medium_16k_bs32/experiment.log,Backward,325527,40000,40
experiments/gpt2medium_16k_bs32/experiment.log,Training,790,1000,1
experiments/gpt2medium_16k_bs32/ms.log,Training,2326,3000,3
experiments/gpt2medium_256k_bs4096_lr1.25e-5/ms.log,Training,68783,375,3
experiments/gpt2medium_256k_bs4096_lr1e-4/ms.log,Training,69274,375,3
experiments/gpt2medium_256k_bs4096_lr2.5e-5/ms.log,Training,69450,375,3
experiments/gpt2medium_256k_bs4096_lr3.1e-6/ms.log,Training,35445,375,3
experiments/gpt2medium_256k_bs4096_lr6.25e-6/ms.log,Training,35436,375,3
experiments/gpt2medium_32k_bs512_lr1.25e-5/ms.log,Training,3007,250,2
experiments/gpt2medium_32k_bs512_lr2.5e-5/ms.log,Training,3004,250,2
experiments/gpt2medium_32k_bs512_lr3.1e-6/ms.log,Training,3005,250,2
experiments/gpt2medium_32k_bs512_lr5e-5/ms.log,Training,4514,375,3
experiments/gpt2medium_32k_bs512_lr6.25e-6/ms.log,Training,4510,375,3
experiments/gpt2medium_64k_bs1024_lr1.25e-5/ms.log,Training,8871,375,3
experiments/gpt2medium_64k_bs1024_lr2.5e-5/ms.log,Training,8815,375,3
experiments/gpt2medium_64k_bs1024_lr5e-5/ms.log,Training,17324,375,3
experiments/gpt2medium_64k_bs1024_lr6.25e-6/ms.log,Training,8820,375,3
experiments/gpt2medium_64k_bs32/ms.log,Training,9013,12000,3
experiments/london128k_bs256_adamw/ms.log,Training,13384,3000,3
experiments/london128k_bs256_muon/ms.log,Training,13943,3000,3
experiments/london16k_bs16_adamw/ms.log,Training,2357,6000,3
experiments/london16k_bs16_muon/ms.log,Training,3370,6000,3
experiments/london16k_bs256_adamw/ekfac.log,Computing Approximating Hessians with kfac,460,4000,1
experiments/london16k_bs256_adamw/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1086,4000,1
experiments/london16k_bs256_adamw/ekfac.log,Computing New worker - Collecting gradients,303,4005,2
experiments/london16k_bs256_adamw/experiment.log,Backward,61425,2375,19
experiments/london16k_bs256_adamw/experiment.log,Training,488,125,1
experiments/london16k_bs256_adamw/ms.log,Training,1103,250,2
experiments/london16k_bs256_adamw_seed1/ms.log,Training,1653,375,3
experiments/london16k_bs256_adamw_seed2/ms.log,Training,1119,250,2
experiments/london16k_bs256_muon/ekfac.log,Computing Approximating Hessians with kfac,464,4000,1
experiments/london16k_bs256_muon/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),696,4000,1
experiments/london16k_bs256_muon/ekfac.log,Computing New worker - Collecting gradients,597,8005,3
experiments/london16k_bs256_muon/experiment.log,Backward,58095,2250,18
experiments/london16k_bs256_muon/experiment.log,Training,4,1,1
experiments/london16k_bs256_muon/experiment.log,Validating,49455,100,1
experiments/london16k_bs256_muon/ms.log,Training,998,250,2
experiments/london16k_bs256_muon_seed1/ms.log,Training,1167,250,2
experiments/london16k_bs256_muon_seed2/ms.log,Training,1149,250,2
experiments/london16k_bs256_muon_seed3/ms.log,Training,1147,250,2
experiments/london16k_bs256_muon_seed4/ms.log,Training,1157,250,2
experiments/london16k_bs256_muon_seed5/ms.log,Training,1145,250,2
experiments/london32k_bs256_adamw/ms.log,Training,3311,750,3
experiments/london32k_bs256_adamw_seed1/ms.log,Training,3315,750,3
experiments/london32k_bs256_muon/ms.log,Training,3470,750,3
experiments/london32k_bs256_muon_seed1/ms.log,Training,1167,250,1
experiments/london32k_bs256_muon_seed2/ms.log,Training,2300,500,2
experiments/london64k_bs256_adamw/ms.log,Training,4404,1000,2
experiments/london64k_bs256_adamw_lr8e-4/ms.log,Training,4404,1000,2
experiments/london64k_bs256_adamw_lr8e-4_seed1/ms.log,Training,4413,1000,2
experiments/london64k_bs256_adamw_lr8e-4_seed2/ms.log,Training,4453,1000,2
experiments/london64k_bs256_adamw_seed1/ms.log,Training,6609,1500,3
experiments/london64k_bs256_adamw_seed2/ms.log,Training,6663,1500,3
experiments/london64k_bs256_muon/ms.log,Training,4600,1000,2
experiments/london64k_bs256_muon_lr8e-4/ms.log,Training,6918,1500,3
experiments/london64k_bs256_muon_lr8e-4_seed1/ms.log,Training,6867,1500,3
experiments/london64k_bs256_muon_lr8e-4_seed2/ms.log,Training,4599,1000,2
experiments/london64k_bs256_muon_seed1/ms.log,Training,4601,1000,2
experiments/london64k_bs256_muon_seed2/ms.log,Training,6940,1500,3
experiments/london64k_bs256_muon_seed3/ms.log,Training,2274,500,1
experiments/london64k_bs256_muon_seed4/ms.log,Training,6988,1500,3
experiments/muon4k_mslr_00001/ms.log,Training,146,32,1
experiments/muon4k_mslr_00002/ms.log,Training,146,32,1
experiments/muon4k_mslr_00008/ms.log,Training,293,64,2
experiments/muon4k_seedvar_s1/ms.log,Training,279,32,1
experiments/muon4k_seedvar_s2/ms.log,Training,553,64,2
experiments/muon4k_seedvar_s3/ms.log,Training,557,64,2
experiments/plan_adam_eps1e17_128k_bs256/base.log,Training,4428,1000,1
experiments/plan_adam_eps1e17_128k_bs32/ekfac.log,Computing Approximating Hessians with kfac,5670,32000,1
experiments/plan_adam_eps1e17_128k_bs32/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),17453,64000,2
experiments/plan_adam_eps1e17_128k_bs32/ekfac.log,Computing New worker - Collecting gradients,5724,64010,4
experiments/plan_adam_eps1e17_128k_bs32/filter_proponents_ekfac_q0_7.log,Training,5029,8000,1
experiments/plan_adam_eps1e17_128k_bs32/filter_proponents_ekfac_q0_7.log,filter-proponents,35212,7,1
experiments/plan_adam_eps1e17_128k_bs32/filter_proponents_ekfac_q14_20.log,Training,5070,8000,1
experiments/plan_adam_eps1e17_128k_bs32/filter_proponents_ekfac_q14_20.log,filter-proponents,30392,6,1
experiments/plan_adam_eps1e17_128k_bs32/filter_proponents_ekfac_q7_14.log,Training,5226,8000,1
experiments/plan_adam_eps1e17_128k_bs32/filter_proponents_ekfac_q7_14.log,filter-proponents,36578,7,1
experiments/plan_adam_eps1e17_16k_bs128/ekfac.log,Computing Approximating Hessians with kfac,716,4000,1
experiments/plan_adam_eps1e17_16k_bs128/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),4642,16000,4
experiments/plan_adam_eps1e17_16k_bs128/ekfac.log,Computing New worker - Collecting gradients,767,8010,4
experiments/plan_adam_eps1e17_16k_bs128/filter_proponents_ekfac.log,Training,249,250,1
experiments/plan_adam_eps1e17_16k_bs128/filter_proponents_ekfac.log,filter-proponents,4968,20,1
experiments/plan_adam_eps1e17_16k_bs128/filter_proponents_magic.log,Evaluating bank,145,100,1
experiments/plan_adam_eps1e17_16k_bs128/filter_proponents_magic.log,Training,249,250,1
experiments/plan_adam_eps1e17_16k_bs128/filter_proponents_magic.log,filter-proponents,4963,20,1
experiments/plan_adam_eps1e17_16k_bs128/ms.log,Training,556,250,1
experiments/plan_adam_eps1e17_16k_bs128/run.log,Backward,17444,2250,9
experiments/plan_adam_eps1e17_16k_bs128/run.log,Training,2,1,1
experiments/plan_adam_eps1e17_16k_bs128/run.log,Validating,24820,100,1
experiments/plan_adam_eps1e17_16k_bs16/ekfac.log,Computing Approximating Hessians with kfac,941,4000,1
experiments/plan_adam_eps1e17_16k_bs16/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1522,4000,1
experiments/plan_adam_eps1e17_16k_bs16/ekfac.log,Computing New worker - Collecting gradients,772,8010,4
experiments/plan_adam_eps1e17_16k_bs16/filter_proponents_ekfac.log,Evaluating bank,106,100,1
experiments/plan_adam_eps1e17_16k_bs16/filter_proponents_ekfac.log,Training,661,2000,1
experiments/plan_adam_eps1e17_16k_bs16/filter_proponents_ekfac.log,filter-proponents,11320,20,1
experiments/plan_adam_eps1e17_16k_bs16/filter_proponents_magic.log,Training,572,2000,1
experiments/plan_adam_eps1e17_16k_bs16/filter_proponents_magic.log,filter-proponents,11410,20,1
experiments/plan_adam_eps1e17_16k_bs16/ms.log,Training,736,2000,1
experiments/plan_adam_eps1e17_16k_bs16/run.log,Backward,32861,12000,6
experiments/plan_adam_eps1e17_16k_bs16/run.log,Training,584,2000,1
experiments/plan_adam_eps1e17_16k_clip1.0/ekfac.log,Computing Approximating Hessians with kfac,717,4000,1
experiments/plan_adam_eps1e17_16k_clip1.0/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1039,4000,1
experiments/plan_adam_eps1e17_16k_clip1.0/ekfac.log,Computing New worker - Collecting gradients,736,8005,3
experiments/plan_adam_eps1e17_16k_clip1.0/filter_proponents_ekfac.log,Evaluating bank,1126,100,1
experiments/plan_adam_eps1e17_16k_clip1.0/filter_proponents_ekfac.log,Training,1239,125,1
experiments/plan_adam_eps1e17_16k_clip1.0/filter_proponents_ekfac.log,filter-proponents,24169,20,1
experiments/plan_adam_eps1e17_16k_clip1.0/filter_proponents_magic.log,Evaluating bank,1804,100,1
experiments/plan_adam_eps1e17_16k_clip1.0/filter_proponents_magic.log,Training,558,125,1
experiments/plan_adam_eps1e17_16k_clip1.0/filter_proponents_magic.log,filter-proponents,24731,20,1
experiments/plan_adam_eps1e17_16k_clip1.0/ms.log,Training,1669,375,3
experiments/plan_adam_eps1e17_16k_clip1.0/run.log,Backward,58387,1875,15
experiments/plan_adam_eps1e17_16k_clip1.0/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_clip1.0/run.log,Validating,56517,100,1
experiments/plan_adam_eps1e17_16k_clip1.0/slice_0_4.a100py31115.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_clip1.0/slice_0_4.a100py31115.log,Validating,1904,4,1
experiments/plan_adam_eps1e17_16k_clip1.0/slice_55_100.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_clip1.0/slice_55_100.log,Validating,25680,45,1
experiments/plan_adam_eps1e17_16k_ep4/ekfac.log,Computing Approximating Hessians with kfac,822,4000,1
experiments/plan_adam_eps1e17_16k_ep4/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1334,4000,1
experiments/plan_adam_eps1e17_16k_ep4/ekfac.log,Computing New worker - Collecting gradients,768,8010,4
experiments/plan_adam_eps1e17_16k_ep4/filter_proponents_ekfac.log,Training,1107,250,1
experiments/plan_adam_eps1e17_16k_ep4/filter_proponents_ekfac.log,filter-proponents,22170,20,1
experiments/plan_adam_eps1e17_16k_ep4/filter_proponents_magic.log,Evaluating bank,1615,100,1
experiments/plan_adam_eps1e17_16k_ep4/filter_proponents_magic.log,Training,1104,250,1
experiments/plan_adam_eps1e17_16k_ep4/filter_proponents_magic.log,filter-proponents,22108,20,1
experiments/plan_adam_eps1e17_16k_ep4/ms.log,Training,2207,500,2
experiments/plan_adam_eps1e17_16k_ep4/run.log,Backward,8852,250,1
experiments/plan_adam_eps1e17_16k_ep4/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_ep4/slice_30_48.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_ep4/slice_30_48.log,Validating,20112,18,1
experiments/plan_adam_eps1e17_16k_ep4/slice_48_65.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_ep4/slice_48_65.log,Validating,18919,17,1
experiments/plan_adam_eps1e17_16k_ep4/slice_65_82.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_ep4/slice_65_82.log,Validating,19095,17,1
experiments/plan_adam_eps1e17_16k_ep4/slice_82_100.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_ep4/slice_82_100.log,Validating,20205,18,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/ekfac.log,Computing Approximating Hessians with kfac,1235,4000,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2122,4000,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/ekfac.log,Computing New worker - Collecting gradients,1672,8005,3
experiments/plan_adam_eps1e17_16k_gpt2-medium/filter_proponents_ekfac.log,Training,657,125,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/filter_proponents_ekfac.log,filter-proponents,13106,20,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/filter_proponents_magic.log,Evaluating bank,469,100,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/filter_proponents_magic.log,Training,669,125,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/filter_proponents_magic.log,filter-proponents,14744,20,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/ms.log,Training,665,125,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/run.log,Backward,23540,625,5
experiments/plan_adam_eps1e17_16k_gpt2-medium/run.log,Training,9,1,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/slice_40_60.log,Training,8,1,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/slice_40_60.log,Validating,12990,20,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/slice_60_80.log,Training,8,1,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/slice_64_80.log,Training,8,1,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/slice_64_80.log,Validating,10386,16,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/slice_80_100.log,Training,8,1,1
experiments/plan_adam_eps1e17_16k_gpt2-medium/slice_80_100.log,Validating,13006,20,1
experiments/plan_adam_eps1e17_16k_scale0.25/ekfac.log,Computing Approximating Hessians with kfac,2870,16000,4
experiments/plan_adam_eps1e17_16k_scale0.25/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1162,4000,1
experiments/plan_adam_eps1e17_16k_scale0.25/ekfac.log,Computing New worker - Collecting gradients,758,8010,4
experiments/plan_adam_eps1e17_16k_scale0.25/filter_proponents_ekfac.log,Training,589,125,1
experiments/plan_adam_eps1e17_16k_scale0.25/filter_proponents_ekfac.log,filter-proponents,11403,20,1
experiments/plan_adam_eps1e17_16k_scale0.25/filter_proponents_magic.log,Evaluating bank,1851,100,1
experiments/plan_adam_eps1e17_16k_scale0.25/filter_proponents_magic.log,Training,590,125,1
experiments/plan_adam_eps1e17_16k_scale0.25/filter_proponents_magic.log,filter-proponents,11423,20,1
experiments/plan_adam_eps1e17_16k_scale0.25/ms.log,Training,1131,250,2
experiments/plan_adam_eps1e17_16k_scale0.25/run.log,Backward,71490,2250,18
experiments/plan_adam_eps1e17_16k_scale0.25/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_scale0.25/run.log,Validating,57618,100,1
experiments/plan_adam_eps1e17_16k_scale0.25/slice_55_100.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_scale0.25/slice_55_100.log,Validating,25769,45,1
experiments/plan_adam_eps1e17_16k_scale0.5/ekfac.log,Computing Approximating Hessians with kfac,684,4000,1
experiments/plan_adam_eps1e17_16k_scale0.5/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1108,4000,1
experiments/plan_adam_eps1e17_16k_scale0.5/ekfac.log,Computing New worker - Collecting gradients,760,8005,3
experiments/plan_adam_eps1e17_16k_scale0.5/filter_proponents_ekfac.log,Training,572,125,1
experiments/plan_adam_eps1e17_16k_scale0.5/filter_proponents_ekfac.log,filter-proponents,11449,20,1
experiments/plan_adam_eps1e17_16k_scale0.5/filter_proponents_magic.log,Evaluating bank,1976,100,1
experiments/plan_adam_eps1e17_16k_scale0.5/filter_proponents_magic.log,Training,685,125,1
experiments/plan_adam_eps1e17_16k_scale0.5/filter_proponents_magic.log,filter-proponents,11287,20,1
experiments/plan_adam_eps1e17_16k_scale0.5/ms.log,Training,1131,250,2
experiments/plan_adam_eps1e17_16k_scale0.5/run.log,Backward,67513,2125,17
experiments/plan_adam_eps1e17_16k_scale0.5/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_scale0.5/run.log,Validating,57388,100,1
experiments/plan_adam_eps1e17_16k_scale0.5/slice_55_100.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_scale0.5/slice_55_100.log,Validating,25835,45,1
experiments/plan_adam_eps1e17_16k_wd0.0/ekfac.log,Computing Approximating Hessians with kfac,716,4000,1
experiments/plan_adam_eps1e17_16k_wd0.0/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2301,8000,2
experiments/plan_adam_eps1e17_16k_wd0.0/ekfac.log,Computing New worker - Collecting gradients,765,8010,4
experiments/plan_adam_eps1e17_16k_wd0.0/filter_proponents_ekfac.log,Evaluating bank,3765,200,2
experiments/plan_adam_eps1e17_16k_wd0.0/filter_proponents_ekfac.log,Training,1213,125,1
experiments/plan_adam_eps1e17_16k_wd0.0/filter_proponents_ekfac.log,filter-proponents,23626,20,1
experiments/plan_adam_eps1e17_16k_wd0.0/filter_proponents_magic.log,Training,548,125,1
experiments/plan_adam_eps1e17_16k_wd0.0/filter_proponents_magic.log,filter-proponents,24308,20,1
experiments/plan_adam_eps1e17_16k_wd0.0/ms.log,Training,1651,375,3
experiments/plan_adam_eps1e17_16k_wd0.0/run.log,Backward,59180,1875,15
experiments/plan_adam_eps1e17_16k_wd0.0/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_wd0.0/run.log,Validating,57291,100,1
experiments/plan_adam_eps1e17_16k_wd0.0/slice_0_4.a100py31115.log,Training,4,1,1
experiments/plan_adam_eps1e17_16k_wd0.0/slice_0_4.a100py31115.log,Validating,1902,4,1
experiments/plan_adam_eps1e17_16k_wd0.0/slice_55_100.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_wd0.0/slice_55_100.log,Validating,25354,45,1
experiments/plan_adam_eps1e17_16k_wd0.1/ekfac.log,Computing Approximating Hessians with kfac,675,4000,1
experiments/plan_adam_eps1e17_16k_wd0.1/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),4394,16000,4
experiments/plan_adam_eps1e17_16k_wd0.1/ekfac.log,Computing New worker - Collecting gradients,746,8005,3
experiments/plan_adam_eps1e17_16k_wd0.1/filter_proponents_ekfac.log,Training,1241,125,1
experiments/plan_adam_eps1e17_16k_wd0.1/filter_proponents_ekfac.log,filter-proponents,19503,20,1
experiments/plan_adam_eps1e17_16k_wd0.1/filter_proponents_magic.log,Evaluating bank,1838,100,1
experiments/plan_adam_eps1e17_16k_wd0.1/filter_proponents_magic.log,Training,552,125,1
experiments/plan_adam_eps1e17_16k_wd0.1/filter_proponents_magic.log,filter-proponents,11066,20,1
experiments/plan_adam_eps1e17_16k_wd0.1/ms.log,Training,556,125,1
experiments/plan_adam_eps1e17_16k_wd0.1/run.log,Backward,58613,1875,15
experiments/plan_adam_eps1e17_16k_wd0.1/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_wd0.1/run.log,Validating,56530,100,1
experiments/plan_adam_eps1e17_16k_wd0.1/slice_0_4.a100py31115.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_wd0.1/slice_0_4.a100py31115.log,Validating,1903,4,1
experiments/plan_adam_eps1e17_16k_wd0.1/slice_55_100.log,Training,5,1,1
experiments/plan_adam_eps1e17_16k_wd0.1/slice_55_100.log,Validating,25284,45,1
experiments/plan_adam_eps1e17_256k_bs32/base.log,Training,10125,16000,1
experiments/plan_adam_eps1e17_256k_bs32/ekfac.log,Computing Approximating Hessians with kfac,11452,64000,1
experiments/plan_adam_eps1e17_256k_bs32/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),17054,64000,1
experiments/plan_adam_eps1e17_256k_bs32/ekfac.log,Computing New worker - Collecting gradients,11333,128010,4
experiments/plan_adam_eps1e17_256k_bs32/filter_proponents_ekfac_q0_4.log,Training,9992,16000,1
experiments/plan_adam_eps1e17_256k_bs32/filter_proponents_ekfac_q14_20.log,Training,10123,16000,1
experiments/plan_adam_eps1e17_256k_bs32/filter_proponents_ekfac_q4_7.log,Training,10058,16000,1
experiments/plan_adam_eps1e17_256k_bs32/filter_proponents_ekfac_q7_14.log,Training,10035,16000,1
experiments/plan_adam_eps1e17_32k_bs256/ekfac.log,Computing Approximating Hessians with kfac,1938,8000,1
experiments/plan_adam_eps1e17_32k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2903,8000,1
experiments/plan_adam_eps1e17_32k_bs256/ekfac.log,Computing New worker - Collecting gradients,1478,16010,4
experiments/plan_adam_eps1e17_32k_bs256/filter_proponents_ekfac.log,Evaluating bank,1703,100,1
experiments/plan_adam_eps1e17_32k_bs256/filter_proponents_ekfac.log,Training,1117,250,1
experiments/plan_adam_eps1e17_32k_bs256/filter_proponents_ekfac.log,filter-proponents,22374,20,1
experiments/plan_adam_eps1e17_32k_bs256/filter_proponents_magic.log,Training,1108,250,1
experiments/plan_adam_eps1e17_32k_bs256/filter_proponents_magic.log,filter-proponents,22175,20,1
experiments/plan_adam_eps1e17_32k_bs256/filter_top40_ekfac.log,Training,1118,250,1
experiments/plan_adam_eps1e17_32k_bs256/filter_top40_ekfac.log,filter-proponents,22381,20,1
experiments/plan_adam_eps1e17_32k_bs256/filter_top40_ekfac.log,random,3357,3,1
experiments/plan_adam_eps1e17_32k_bs256/ms.log,Training,1114,250,1
experiments/plan_adam_eps1e17_32k_bs256/run.log,Backward,17937,500,2
experiments/plan_adam_eps1e17_32k_bs256/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_32k_bs256/slice_25_50.log,Training,5,1,1
experiments/plan_adam_eps1e17_32k_bs256/slice_25_50.log,Validating,27992,25,1
experiments/plan_adam_eps1e17_32k_bs256/slice_50_75.log,Training,5,1,1
experiments/plan_adam_eps1e17_32k_bs256/slice_50_75.log,Validating,28221,25,1
experiments/plan_adam_eps1e17_32k_bs256/slice_75_100.log,Training,5,1,1
experiments/plan_adam_eps1e17_32k_bs256/slice_75_100.log,Validating,27875,25,1
experiments/plan_adam_eps1e17_64k_bs256/bank_build.log,Training,1912,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_22_24.log,Training,1902,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_22_24.log,Validating,3806,2,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_24_30.log,Training,1894,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_24_30.log,Validating,11373,6,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_30_40.log,Training,1903,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_35_40.log,Training,1903,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_37_40.log,Validating,5688,3,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_40_50.log,Training,1907,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_45_50.log,Training,1891,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_45_50.log,Validating,9465,5,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_50_60.log,Training,1892,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_50_60.log,Validating,18933,10,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_60_70.log,Training,1906,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_60_70.log,Validating,19062,10,1
