log,phase,seconds,iters,passes
_logs/magic256fix_q6_8.log,Training,9,1,1
_logs/magic256fix_q7_8.log,Training,9,1,1
_logs/magic256fix_q8_10.log,Training,9,1,1
_logs/magic256fix_q9_10.log,Training,9,1,1
_logs/magic2k_adam.log,Backward,25720,6000,3
_logs/magic2k_adam.log,Training,1,1,1
_logs/magic2k_muon.log,Backward,19967,4000,2
_logs/magic2k_muon.log,Training,1,1,1
_logs/magic2k_muon_q0_2.log,Backward,22425,4000,2
_logs/magic2k_muon_q0_2.log,Training,2,2,2
_logs/magic2k_muon_q10_12.log,Training,1,1,1
_logs/magic2k_muon_q12_14.log,Backward,22171,4000,2
_logs/magic2k_muon_q12_14.log,Training,1,1,1
_logs/magic2k_muon_q14_16.log,Backward,33150,8000,4
_logs/magic2k_muon_q14_16.log,Training,6,3,2
_logs/magic2k_muon_q16_18.log,Backward,24492,6000,3
_logs/magic2k_muon_q16_18.log,Training,1,1,1
_logs/magic2k_muon_q18_20.log,Backward,32550,8000,4
_logs/magic2k_muon_q18_20.log,Training,1,1,1
_logs/magic2k_muon_q2_4.log,Backward,33298,8000,4
_logs/magic2k_muon_q2_4.log,Training,1,1,1
_logs/magic2k_muon_q4_6.log,Backward,26604,6000,3
_logs/magic2k_muon_q4_6.log,Training,2,2,2
_logs/magic2k_muon_q6_8.log,Backward,24275,4000,2
_logs/magic2k_muon_q6_8.log,Training,1,1,1
_logs/magic2k_muon_q8_10.log,Backward,24263,4000,2
_logs/magic2k_muon_q8_10.log,Training,1,1,1
_logs/magic4k_adam.log,Backward,42773,8000,2
_logs/magic4k_adam.log,Training,1,1,1
_logs/magic4k_adam_q0_2.log,Training,1,1,1
_logs/magic4k_adam_q2_4.log,Training,1,1,1
_logs/magic4k_adam_q4_6.log,Training,1,1,1
_logs/magic4k_adam_q6_8.log,Training,1,1,1
_logs/magic4k_muon.log,Training,1,1,1
_logs/magic4k_muon_q0_2.log,Training,1,1,1
_logs/magic4k_muon_q10_12.log,Training,1,1,1
_logs/magic4k_muon_q2_4.log,Training,1,1,1
_logs/magic4k_muon_q4_6.log,Training,1,1,1
_logs/magic4k_muon_q6_8.log,Training,1,1,1
_logs/magic4k_muon_q8_10.log,Training,1,1,1
_logs/magic64kbs32_scores.log,Training,2538,4000,1
_logs/magic_muon64kbs32_scores.log,Training,3259,4000,1
_logs/mbank4k_65_70.log,Training,6433,8000,2
_logs/mbank4k_65_70.log,Validating,16142,5,1
_logs/mbank4k_68_69.log,Training,3220,4000,1
_logs/mbank4k_68_69.log,Validating,3222,1,1
_logs/mbank4k_69_70.log,Training,3235,4000,1
_logs/mbank4k_69_70.log,Validating,3246,1,1
_logs/mbank4k_70_75.log,Training,3228,4000,1
_logs/mbank4k_70_75.log,Validating,16156,5,1
_logs/mbank4k_74_75.log,Training,3246,4000,1
_logs/mbank4k_74_75.log,Validating,3256,1,1
_logs/mbank4k_75_80.log,Training,3222,4000,1
_logs/mbank4k_75_80.log,Validating,16119,5,1
_logs/mbank4k_79_80.log,Training,3224,4000,1
_logs/mbank4k_79_80.log,Validating,3217,1,1
_logs/mbank4k_80_85.log,Training,3239,4000,1
_logs/mbank4k_80_85.log,Validating,16197,5,1
_logs/mbank4k_85_90.log,Training,3184,4000,1
_logs/mbank4k_85_90.log,Validating,15928,5,1
_logs/mbank4k_90_95.log,Training,3211,4000,1
_logs/mbank4k_90_95.log,Validating,16060,5,1
_logs/mbank4k_95_100.log,Training,6433,8000,2
_logs/mbank4k_95_100.log,Validating,16133,5,1
_logs/mbank4k_98_99.log,Training,3233,4000,1
_logs/mbank4k_98_99.log,Validating,3237,1,1
_logs/mbank4k_99_100.log,Training,3183,4000,1
_logs/mbank4k_99_100.log,Validating,3184,1,1
_logs/mbank64kbs32_0_5.log,Training,3214,4000,1
_logs/mbank64kbs32_0_5.log,Validating,16131,5,1
_logs/mbank64kbs32_10_15.log,Training,3234,4000,1
_logs/mbank64kbs32_10_15.log,Validating,16231,5,1
_logs/mbank64kbs32_15_20.log,Training,3344,4000,1
_logs/mbank64kbs32_15_20.log,Validating,16779,5,1
_logs/mbank64kbs32_20_25.log,Training,3218,4000,1
_logs/mbank64kbs32_20_25.log,Validating,16148,5,1
_logs/mbank64kbs32_25_30.log,Training,3226,4000,1
_logs/mbank64kbs32_25_30.log,Validating,16193,5,1
_logs/mbank64kbs32_30_35.log,Training,3312,4000,1
_logs/mbank64kbs32_30_35.log,Validating,16631,5,1
_logs/mbank64kbs32_35_40.log,Training,3217,4000,1
_logs/mbank64kbs32_35_40.log,Validating,16146,5,1
_logs/mbank64kbs32_40_45.log,Training,3269,4000,1
_logs/mbank64kbs32_40_45.log,Validating,16400,5,1
_logs/mbank64kbs32_45_50.log,Training,3242,4000,1
_logs/mbank64kbs32_45_50.log,Validating,16266,5,1
_logs/mbank64kbs32_50_55.log,Training,3223,4000,1
_logs/mbank64kbs32_50_55.log,Validating,16178,5,1
_logs/mbank64kbs32_55_60.log,Training,3269,4000,1
_logs/mbank64kbs32_55_60.log,Validating,16403,5,1
_logs/mbank64kbs32_5_10.log,Training,3207,4000,1
_logs/mbank64kbs32_5_10.log,Validating,16097,5,1
_logs/mbank64kbs32_60_65.log,Training,3230,4000,1
_logs/mbank64kbs32_60_65.log,Validating,16239,5,1
_logs/ms256_adam.log,Training,44370,10000,5
_logs/ms256_muon.log,Training,36404,8000,4
_logs/ms512_adam_bs256.log,Training,53092,12000,3
_logs/mth128k_q0_2.log,Training,5,1,1
_logs/mth128k_q10_12.log,Training,5,1,1
_logs/mth128k_q12_14.log,Training,5,1,1
_logs/mth128k_q14_16.log,Training,5,1,1
_logs/mth128k_q16_18.log,Training,5,1,1
_logs/mth128k_q18_20.log,Training,5,1,1
_logs/mth128k_q2_4.log,Training,5,1,1
_logs/mth128k_q4_6.log,Training,5,1,1
_logs/mth128k_q6_8.log,Training,5,1,1
_logs/mth128k_q8_10.log,Training,5,1,1
_logs/muon128k_control_0.log,Training,4598,1000,1
_logs/muon128k_control_0.log,Validating,4602,1,1
_logs/muon128k_control_1.log,Training,4586,1000,1
_logs/muon128k_control_1_retry.log,Training,4569,1000,1
_logs/muon128k_control_1_retry.log,Validating,4579,1,1
_logs/muon128k_control_2.log,Training,4575,1000,1
_logs/muon128k_control_2.log,Validating,4586,1,1
_logs/muon128k_q0_2.log,Training,4593,1000,1
_logs/muon128k_q0_2.log,filter-proponents,9168,2,1
_logs/muon128k_q10_12.log,Training,4647,1000,1
_logs/muon128k_q10_12.log,filter-proponents,9296,2,1
_logs/muon128k_q12_14.log,Training,4594,1000,1
_logs/muon128k_q12_14.log,filter-proponents,9192,2,1
_logs/muon128k_q14_16.log,Training,4586,1000,1
_logs/muon128k_q14_16.log,filter-proponents,9172,2,1
_logs/muon128k_q16_18.log,Training,4600,1000,1
_logs/muon128k_q16_18.log,filter-proponents,9197,2,1
_logs/muon128k_q18_20.log,Training,4672,1000,1
_logs/muon128k_q18_20.log,filter-proponents,9345,2,1
_logs/muon128k_q2_4.log,Training,4631,1000,1
_logs/muon128k_q2_4.log,filter-proponents,9257,2,1
_logs/muon128k_q4_6.log,Training,4576,1000,1
_logs/muon128k_q4_6.log,filter-proponents,9155,2,1
_logs/muon128k_q6_8.log,Training,4598,1000,1
_logs/muon128k_q6_8.log,filter-proponents,9200,2,1
_logs/muon128k_q8_10.log,Training,4607,1000,1
_logs/muon128k_q8_10.log,filter-proponents,9211,2,1
_logs/muon16k_bs512_base.log,Backward,27580,567,9
_logs/muon16k_bs512_base.log,Training,570,63,1
_logs/muon256_tier2_ekfac.log,Computing Approximating Hessians with kfac,12086,64000,1
_logs/muon256_tier2_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),34587,128000,2
_logs/muon256_tier2_ekfac.log,Computing New worker - Collecting gradients,81,10,2
_logs/muon512_bank_s0.log,Training,18432,4000,1
_logs/muon512_bank_s1.log,Training,18540,4000,1
_logs/muon512_bank_s2.log,Training,36733,8000,2
_logs/muon512_bank_s2.log,Validating,18369,1,1
_logs/muon512_ekfac.log,Computing Approximating Hessians with kfac,22918,128000,1
_logs/muon512_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),40403,128000,1
_logs/muon512_ekfac.log,Computing New worker - Collecting gradients,22493,256010,4
_logs/muon64k_magic_q0_2.log,Training,4592,1000,2
_logs/muon64k_magic_q0_2.log,filter-proponents,4602,2,1
_logs/muon64k_magic_q10_12.log,Training,4616,1000,2
_logs/muon64k_magic_q10_12.log,filter-proponents,4628,2,1
_logs/muon64k_magic_q12_14.log,Training,2290,500,1
_logs/muon64k_magic_q12_14.log,filter-proponents,4575,2,1
_logs/muon64k_magic_q14_16.log,Training,2294,500,1
_logs/muon64k_magic_q14_16.log,filter-proponents,4588,2,1
_logs/muon64k_magic_q16_18.log,Training,2298,500,1
_logs/muon64k_magic_q16_18.log,filter-proponents,4595,2,1
_logs/muon64k_magic_q18_20.log,Training,2296,500,1
_logs/muon64k_magic_q18_20.log,filter-proponents,4594,2,1
_logs/muon64k_magic_q2_4.log,Training,4592,1000,2
_logs/muon64k_magic_q2_4.log,filter-proponents,4594,2,1
_logs/muon64k_magic_q4_6.log,Training,4624,1000,2
_logs/muon64k_magic_q4_6.log,filter-proponents,4576,2,1
_logs/muon64k_magic_q6_8.log,Training,4604,1000,2
_logs/muon64k_magic_q6_8.log,filter-proponents,4610,2,1
_logs/muon64k_magic_q8_10.log,Training,4581,1000,2
_logs/muon64k_magic_q8_10.log,filter-proponents,4575,2,1
_logs/plan_adam_eps1e17_256k_bs256_base.log,Training,8966,2000,1
_logs/plan_adam_eps1e17_256k_bs256_ekfac.log,Computing Approximating Hessians with kfac,7580,16000,1
_logs/plan_adam_eps1e17_256k_bs256_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),42278,80000,5
_logs/plan_adam_eps1e17_256k_bs256_ekfac.log,Computing New worker - Collecting gradients,11415,128012,14
_logs/plan_muon_256k_base.log,Training,9345,2000,1
_logs/plan_muon_eps1e17_128k_bs256_ekfac.log,Computing Approximating Hessians with kfac,4340,8000,1
_logs/plan_muon_eps1e17_128k_bs256_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),50122,88000,11
_logs/plan_muon_eps1e17_128k_bs256_ekfac.log,Computing New worker - Collecting gradients,5749,64010,13
_logs/probe_1_5b.log,Training,540,64,2
_logs/q15b_128k_ekfac_fixed.log,Computing Approximating Hessians with kfac,46611,12000,2
_logs/q15b_128k_ekfac_fixed.log,Computing New worker - Collecting gradients,516,10,2
_logs/q15b_16k_ekfac_fixed.log,Computing Approximating Hessians with kfac,10524,4000,1
_logs/q15b_16k_ekfac_fixed.log,Computing Approximating Hessians with kfac (eigenvalue correction),15478,4000,1
_logs/q15b_16k_ekfac_fixed.log,Computing New worker - Collecting gradients,34307,40005,11
_logs/q15b_16k_filter1pct.log,Training,1602,125,1
_logs/q15b_16k_filter1pct.log,filter-proponents,32189,20,1
_logs/q15b_16k_filter1pct.log,random,4824,3,1
_logs/q15b_16k_top40.log,Training,1601,125,1
_logs/q15b_16k_top40.log,filter-proponents,32182,20,1
_logs/q15b_16k_top40.log,random,4819,3,1
_logs/q15b_256k_ekfac_fixed.log,Computing Approximating Hessians with kfac,46601,12000,2
_logs/q15b_256k_ekfac_fixed.log,Computing New worker - Collecting gradients,258,5,1
_logs/q15b_32k_ekfac_fixed.log,Computing New worker - Collecting gradients,68806,80000,10
_logs/q15b_32k_filter1pct.log,Training,3258,250,1
_logs/q15b_32k_filter1pct.log,filter-proponents,65315,20,1
_logs/q15b_32k_filter1pct.log,random,9797,3,1
_logs/q15b_32k_top40.log,Training,3201,250,1
_logs/q15b_32k_top40.log,filter-proponents,64175,20,1
_logs/q15b_32k_top40.log,random,9615,3,1
_logs/q15b_4k_ekfac_fixed.log,Computing New worker - Collecting gradients,8508,10000,10
_logs/q15b_4k_filter1pct.log,Training,414,32,1
_logs/q15b_4k_filter1pct.log,filter-proponents,8302,20,1
_logs/q15b_4k_filter1pct.log,random,1244,3,1
_logs/q15b_64k_ekfac_64k.log,Computing Approximating Hessians with kfac,5772,2000,1
_logs/q15b_64k_ekfac_64k.log,Computing New worker - Collecting gradients,324,6,6
_logs/q15b_64k_ekfac_fixed.log,Computing Approximating Hessians with kfac,35976,12000,2
_logs/q15b_64k_ekfac_fixed.log,Computing Approximating Hessians with kfac (eigenvalue correction),22125,4000,1
_logs/q15b_64k_ekfac_fixed.log,Computing New worker - Collecting gradients,12797,8010,4
_logs/q15b_8k_ekfac_fixed.log,Computing New worker - Collecting gradients,17017,20000,10
_logs/q15b_8k_filter1pct.log,Training,812,63,1
_logs/q15b_8k_filter1pct.log,filter-proponents,16306,20,1
_logs/q15b_8k_filter1pct.log,random,2444,3,1
_logs/q15b_8k_lr0.0001.log,Training,429,63,1
_logs/q15b_8k_lr2e-05.log,Training,444,63,1
_logs/q15b_8k_lr5e-05.log,Training,441,63,1
_logs/q15b_8k_top40.log,Training,812,63,1
_logs/q15b_8k_top40.log,filter-proponents,16267,20,1
_logs/q15b_8k_top40.log,random,2438,3,1
_logs/q15b_lr0.0001.log,Training,385,32,1
_logs/q15b_lr0.0002.log,Training,388,32,1
_logs/q15b_lr2e-05.log,Training,385,32,1
_logs/q15b_lr5e-05.log,Training,384,32,1
_logs/qwen15_16k_ekfac.log,Computing Approximating Hessians with kfac,11100,4000,1
_logs/qwen15_16k_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),17633,4000,1
_logs/qwen15_16k_ekfac.log,Computing New worker - Collecting gradients,522,10,2
_logs/qwen15_16k_ekfac_nproc4.log,Computing Approximating Hessians with kfac,23648,2000,1
_logs/qwen15_16k_ekfac_nproc4.log,Computing New worker - Collecting gradients,386,6,2
_logs/qwen15_256k_ekfac_nproc4.log,Computing New worker - Collecting gradients,313,6,2
_logs/qwen15_32k_ekfac.log,Computing Approximating Hessians with kfac,21073,8000,1
_logs/qwen15_32k_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),31891,8000,1
_logs/qwen15_32k_ekfac.log,Computing New worker - Collecting gradients,544,10,2
_logs/qwen15_4k_ekfac.log,Computing Approximating Hessians with kfac,3655,1000,1
_logs/qwen15_4k_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),9831,2000,2
_logs/qwen15_4k_ekfac.log,Computing New worker - Collecting gradients,593,10,2
_logs/qwen15_4k_ekfac_relaunch.log,Computing Approximating Hessians with kfac,2826,1000,1
_logs/qwen15_4k_ekfac_relaunch.log,Computing Approximating Hessians with kfac (eigenvalue correction),5071,1000,1
_logs/qwen15_4k_ekfac_relaunch.log,Computing New worker - Collecting gradients,367,10,2
_logs/qwen15_8k_ekfac.log,Computing Approximating Hessians with kfac,7116,2000,1
_logs/qwen15_8k_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),8121,2000,1
_logs/qwen15_8k_ekfac.log,Computing New worker - Collecting gradients,588,10,2
_logs/qwen15_8k_ekfac_nproc4.log,Computing Approximating Hessians with kfac,13597,4000,2
_logs/qwen15_8k_ekfac_nproc4.log,Computing Approximating Hessians with kfac (eigenvalue correction),8742,2000,1
_logs/qwen15_8k_ekfac_nproc4.log,Computing New worker - Collecting gradients,317,10,2
_logs/qwen15b_128k_ekfac.log,Computing New worker - Collecting gradients,158,5,1
_logs/qwen15b_128k_lr0.0001_abs.log,Training,12814,1000,1
_logs/qwen15b_128k_lr0.0002_abs.log,Training,12852,1000,1
_logs/qwen15b_128k_lr0.0005_abs.log,Training,13758,1000,1
_logs/qwen15b_128k_lr1e-05_abs.log,Training,12775,1000,1
_logs/qwen15b_128k_lr2e-05_abs.log,Training,12826,1000,1
_logs/qwen15b_128k_lr5e-05_abs.log,Training,12900,1000,1
_logs/qwen15b_128k_reuse32_4shard_bs64_qbs1_timeout8_applybs1_lotus_4567.log,Computing New worker - Collecting gradients,331324,512000,32
_logs/qwen15b_128k_row.log,Training,12882,1000,1
_logs/qwen15b_16k_reuse32_4shard_bs64_qbs1_violet_g0_3.log,Computing New worker - Collecting gradients,107940,160000,80
_logs/qwen15b_16k_row_abs.log,Training,1945,125,1
_logs/qwen15b_256k_lr0.0001_abs.log,Training,25737,2000,1
_logs/qwen15b_256k_lr0.0002_abs.log,Training,25708,2000,1
_logs/qwen15b_256k_lr0.0005_abs.log,Training,25526,2000,1
_logs/qwen15b_256k_lr1e-05_abs.log,Training,25996,2000,1
_logs/qwen15b_256k_lr2e-05_abs.log,Training,25896,2000,1
_logs/qwen15b_256k_lr5e-05_abs.log,Training,26011,2000,1
_logs/qwen15b_256k_reuse32_4shard_bs64_qbs1_timeout8_applybs1_wisteria_g0_3.log,Computing New worker - Collecting gradients,345881,512000,16
_logs/qwen15b_256k_row.log,Training,25588,2000,1
_logs/qwen15b_32k_row_abs.log,Training,3200,250,1
_logs/qwen15b_4k_ekfac_retry.log,Computing Approximating Hessians with kfac,3130,1000,1
_logs/qwen15b_4k_ekfac_retry.log,Computing Approximating Hessians with kfac (eigenvalue correction),3744,1000,1
_logs/qwen15b_4k_ekfac_retry.log,Computing New worker - Collecting gradients,317,10,2
_logs/qwen15b_4k_filter_q0_4_allium_20260901b.log,Evaluating bank,150,3,1
_logs/qwen15b_4k_filter_q0_4_allium_20260901b.log,Training,502,32,1
_logs/qwen15b_4k_filter_q0_4_allium_20260901b.log,filter-proponents,2011,4,1
_logs/qwen15b_4k_filter_q0_4_anon-ord_20260901c.log,Evaluating bank,149,3,1
_logs/qwen15b_4k_filter_q0_4_anon-ord_20260901c.log,Training,504,32,1
_logs/qwen15b_4k_filter_q0_4_anon-ord_20260901c.log,filter-proponents,2012,4,1
_logs/qwen15b_4k_filter_q12_16_allium_20260901c.log,Evaluating bank,48,3,1
_logs/qwen15b_4k_filter_q12_16_allium_20260901c.log,Training,502,32,1
_logs/qwen15b_4k_filter_q12_16_allium_20260901c.log,filter-proponents,2006,4,1
_logs/qwen15b_4k_filter_q16_20_iris_20260901c.log,Evaluating bank,152,3,1
_logs/qwen15b_4k_filter_q16_20_iris_20260901c.log,Training,502,32,1
_logs/qwen15b_4k_filter_q16_20_iris_20260901c.log,filter-proponents,2011,4,1
_logs/qwen15b_4k_filter_q4_8_allium_20260901c.log,Evaluating bank,50,3,1
_logs/qwen15b_4k_filter_q4_8_allium_20260901c.log,Training,507,32,1
_logs/qwen15b_4k_filter_q4_8_allium_20260901c.log,filter-proponents,2037,4,1
_logs/qwen15b_4k_filter_q8_12_allium_20260901c.log,Evaluating bank,48,3,1
_logs/qwen15b_4k_filter_q8_12_allium_20260901c.log,Training,505,32,1
_logs/qwen15b_4k_filter_q8_12_allium_20260901c.log,filter-proponents,2026,4,1
_logs/qwen15b_4k_reuse32_4shard_bs64_qbs1_yarrow_g0_3.log,Computing New worker - Collecting gradients,26810,40000,80
_logs/qwen15b_4k_row_abs.log,Training,509,32,1
_logs/qwen15b_64k_ekfac.log,Computing Approximating Hessians with kfac,55031,16000,1
_logs/qwen15b_64k_ekfac.log,Computing New worker - Collecting gradients,522,10,2
_logs/qwen15b_64k_lr0.0001_abs.log,Training,6451,500,1
_logs/qwen15b_64k_lr0.0002_abs.log,Training,6421,500,1
_logs/qwen15b_64k_lr2e-05_abs.log,Training,6427,500,1
_logs/qwen15b_64k_lr5e-05_abs.log,Training,6444,500,1
_logs/qwen15b_64k_reuse32_4shard_bs64_qbs1_timeout8_applybs1_lotus_0123.log,Computing New worker - Collecting gradients,285662,440000,55
_logs/qwen15b_64k_row_abs.log,Training,6440,500,1
_logs/qwen15b_8k_ekfac_resume_score_bs32_expandable.log,Computing New worker - Collecting gradients,10661,16000,8
_logs/qwen15b_8k_filter_q0_4_violet_20260901b.log,Training,991,63,1
_logs/qwen15b_8k_filter_q12_16_wisteria_20260901b.log,Training,979,63,1
_logs/qwen15b_8k_filter_q16_20_wisteria_20260901b.log,Training,976,63,1
_logs/qwen15b_8k_filter_q4_8_violet_20260901b.log,Training,992,63,1
_logs/qwen15b_8k_filter_q8_12_violet_20260901b.log,Training,988,63,1
_logs/qwen15b_8k_reuse32_4shard_bs64_qbs1_tulip_g0_3.log,Computing New worker - Collecting gradients,45569,68000,68
_logs/qwen15b_8k_row_abs.log,Training,996,63,1
_logs/qwen7b_lr2e-05.log,Training,1232,32,1
_logs/t2s43_16k_base.log,Training,554,125,1
_logs/t2s43_16k_ekfac.log,Computing Approximating Hessians with kfac,702,4000,1
_logs/t2s43_16k_ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1106,4000,1
_logs/t2s43_16k_ekfac.log,Computing New worker - Collecting gradients,715,8005,3
_logs/t2s43_16k_filter.log,Training,555,125,1
_logs/t2s43_16k_filter.log,filter-proponents,11172,20,1
_logs/t2s43_16k_filter.log,random,1675,3,1
_logs/t40m32_q0_2.log,Training,1101,250,1
_logs/t40m32_q0_2.log,filter-proponents,2205,2,1
_logs/t40m32_q0_2.log,random,3306,3,1
_logs/t40m32_q10_12.log,Training,1121,250,1
_logs/t40m32_q10_12.log,filter-proponents,2246,2,1
_logs/t40m32_q10_12.log,random,3369,3,1
_logs/t40m32_q12_14.log,Training,1117,250,1
_logs/t40m32_q12_14.log,filter-proponents,2238,2,1
_logs/t40m32_q12_14.log,random,6713,6,2
_logs/t40m32_q14_16.log,Training,1135,250,1
_logs/t40m32_q14_16.log,filter-proponents,2274,2,1
_logs/t40m32_q14_16.log,random,3411,3,1
_logs/t40m32_q16_18.log,Training,1119,250,1
_logs/t40m32_q16_18.log,filter-proponents,2242,2,1
_logs/t40m32_q16_18.log,random,3363,3,1
_logs/t40m32_q18_20.log,Training,1111,250,1
_logs/t40m32_q18_20.log,filter-proponents,2225,2,1
_logs/t40m32_q18_20.log,random,3337,3,1
_logs/t40m32_q2_4.log,Training,1130,250,1
_logs/t40m32_q2_4.log,filter-proponents,2264,2,1
_logs/t40m32_q2_4.log,random,3397,3,1
_logs/t40m32_q4_6.log,Training,1105,250,1
_logs/t40m32_q4_6.log,filter-proponents,2107,2,1
_logs/t40m32_q4_6.log,random,3116,3,1
_logs/t40m32_q4_6_s43.log,Training,1128,250,1
_logs/t40m32_q4_6_s43.log,filter-proponents,2215,2,1
_logs/t40m32_q4_6_s43.log,random,3323,3,1
_logs/t40m32_q6_8.log,Training,1116,250,1
_logs/t40m32_q6_8.log,filter-proponents,2236,2,1
_logs/t40m32_q6_8.log,random,3353,3,1
_logs/t40m32_q8_10.log,Training,1186,250,1
_logs/t40m32_q8_10.log,filter-proponents,2375,2,1
_logs/t40m32_q8_10.log,random,3563,3,1
_logs/t40m64_q0_2.log,Training,2220,500,1
_logs/t40m64_q0_2.log,filter-proponents,4440,2,1
_logs/t40m64_q0_2.log,random,6658,3,1
_logs/t40m64_q10_12.log,Training,2196,500,1
_logs/t40m64_q10_12.log,filter-proponents,4394,2,1
_logs/t40m64_q10_12.log,random,6590,3,1
_logs/t40m64_q12_14.log,Training,2208,500,1
_logs/t40m64_q12_14.log,filter-proponents,4418,2,1
_logs/t40m64_q12_14.log,random,6627,3,1
_logs/t40m64_q14_16.log,Training,2216,500,1
_logs/t40m64_q14_16.log,filter-proponents,4436,2,1
_logs/t40m64_q14_16.log,random,6654,3,1
_logs/t40m64_q16_18.log,Training,2226,500,1
_logs/t40m64_q16_18.log,filter-proponents,4434,2,1
_logs/t40m64_q16_18.log,random,6649,3,1
_logs/t40m64_q18_20.log,Training,2210,500,1
_logs/t40m64_q18_20.log,filter-proponents,4422,2,1
_logs/t40m64_q18_20.log,random,6633,3,1
_logs/t40m64_q2_4.log,Training,2206,500,1
_logs/t40m64_q2_4.log,filter-proponents,4417,2,1
_logs/t40m64_q2_4.log,random,6622,3,1
_logs/t40m64_q4_6.log,Training,2198,500,1
_logs/t40m64_q4_6.log,filter-proponents,4395,2,1
_logs/t40m64_q4_6.log,random,6592,3,1
_logs/t40m64_q6_8.log,Training,2212,500,1
_logs/t40m64_q6_8.log,filter-proponents,4429,2,1
_logs/t40m64_q6_8.log,random,6644,3,1
_logs/t40m64_q8_10.log,Training,2205,500,1
_logs/t40m64_q8_10.log,filter-proponents,4409,2,1
_logs/t40m64_q8_10.log,random,6611,3,1
_logs/t40magic_16k.log,Training,1653,375,3
_logs/t40magic_16k.log,filter-proponents,11081,60,3
_logs/t40magic_16k.log,random,1662,3,1
_logs/t40magic_32k_q0_10.log,Training,4431,1000,4
_logs/t40magic_32k_q0_10.log,filter-proponents,33278,30,3
_logs/t40magic_32k_q0_10.log,random,13306,12,4
_logs/t40magic_32k_q10_20.log,Training,4429,1000,4
_logs/t40magic_32k_q10_20.log,filter-proponents,33313,30,3
_logs/t40magic_32k_q10_20.log,random,9990,9,3
_logs/t40magic_4k.log,Training,141,32,1
_logs/t40magic_4k.log,filter-proponents,2890,20,1
_logs/t40magic_4k.log,random,433,3,1
_logs/t40magic_64k_q0_5.log,Training,8918,2000,4
_logs/t40magic_64k_q0_5.log,filter-proponents,33350,15,3
_logs/t40magic_64k_q0_5.log,random,6650,3,1
_logs/t40magic_64k_q10_15.log,Training,11086,2500,5
_logs/t40magic_64k_q10_15.log,filter-proponents,33381,15,3
_logs/t40magic_64k_q10_15.log,random,20078,9,3
_logs/t40magic_64k_q15_20.log,Training,8830,2000,4
_logs/t40magic_64k_q15_20.log,filter-proponents,33200,15,3
_logs/t40magic_64k_q15_20.log,random,13322,6,2
_logs/t40magic_64k_q5_10.log,Training,11116,2500,5
_logs/t40magic_64k_q5_10.log,filter-proponents,44655,20,4
_logs/t40magic_64k_q5_10.log,random,6690,3,1
_logs/t40magic_8k.log,Training,287,63,1
_logs/t40magic_8k.log,filter-proponents,5814,20,1
_logs/t40magic_8k.log,random,872,3,1
_logs/top40_128k_q0_2.log,Evaluating bank,6,3,1
_logs/top40_128k_q0_2.log,Training,3788,1000,1
_logs/top40_128k_q0_2.log,filter-proponents,7581,2,1
_logs/top40_128k_q10_12.log,Evaluating bank,5,3,1
_logs/top40_128k_q10_12.log,Training,4422,1000,1
_logs/top40_128k_q10_12.log,filter-proponents,8845,2,1
_logs/top40_128k_q12_14.log,Evaluating bank,6,3,1
_logs/top40_128k_q12_14.log,Training,4419,1000,1
_logs/top40_128k_q12_14.log,filter-proponents,8837,2,1
_logs/top40_128k_q14_16.log,Evaluating bank,5,3,1
_logs/top40_128k_q14_16.log,Training,4389,1000,1
_logs/top40_128k_q14_16.log,filter-proponents,8778,2,1
_logs/top40_128k_q16_18.log,Evaluating bank,5,3,1
_logs/top40_128k_q16_18.log,Training,4416,1000,1
_logs/top40_128k_q16_18.log,filter-proponents,8832,2,1
_logs/top40_128k_q18_20.log,Evaluating bank,7,3,1
_logs/top40_128k_q18_20.log,Training,4398,1000,1
_logs/top40_128k_q18_20.log,filter-proponents,8824,2,1
_logs/top40_128k_q2_4.log,Training,4416,1000,1
_logs/top40_128k_q2_4.log,filter-proponents,8838,2,1
_logs/top40_128k_q4_6.log,Evaluating bank,6,3,1
_logs/top40_128k_q4_6.log,Training,4405,1000,1
_logs/top40_128k_q4_6.log,filter-proponents,8810,2,1
_logs/top40_128k_q6_8.log,Evaluating bank,5,3,1
_logs/top40_128k_q6_8.log,Training,4409,1000,1
_logs/top40_128k_q6_8.log,filter-proponents,8819,2,1
_logs/top40_128k_q8_10.log,Evaluating bank,5,3,1
_logs/top40_128k_q8_10.log,Training,4436,1000,1
_logs/top40_128k_q8_10.log,filter-proponents,8877,2,1
_logs/top40_256k_q0_2.log,Training,8915,2000,1
_logs/top40_256k_q0_2.log,filter-proponents,17834,2,1
_logs/top40_256k_q16_18.log,Training,8936,2000,1
_logs/top40_256k_q16_18.log,filter-proponents,17863,2,1
_logs/top40_256k_q18_20.log,Training,8893,2000,1
