run,subset,query,nproc,gpu_a,node_a,python_a,query_loss_diff_a,gpu_b,node_b,python_b,query_loss_diff_b,delta,abs_delta
plan_adam_eps1e17_16k_wd0.1,1,16,2,A40,iris-0,3.11.15,-0.0016841888427734375,A100-SXM4-80GB,lotus-0,3.11.15,-0.0021238327026367188,0.00043964385986328125,0.00043964385986328125
plan_adam_eps1e17_16k_wd0.1,1,17,2,A40,iris-0,3.11.15,0.002149820327758789,A100-SXM4-80GB,lotus-0,3.11.15,0.0032806396484375,-0.001130819320678711,0.001130819320678711
plan_adam_eps1e17_16k_wd0.1,1,18,2,A40,iris-0,3.11.15,-0.0003719329833984375,A100-SXM4-80GB,lotus-0,3.11.15,-1.0013580322265625e-05,-0.0003619194030761719,0.0003619194030761719
plan_adam_eps1e17_16k_wd0.1,1,19,2,A40,iris-0,3.11.15,5.555152893066406e-05,A100-SXM4-80GB,lotus-0,3.11.15,0.0009417533874511719,-0.0008862018585205078,0.0008862018585205078
plan_adam_eps1e17_16k_wd0.1,2,0,2,A40,iris-0,3.11.15,0.00010895729064941406,A100-SXM4-80GB,lotus-0,3.11.15,0.0005586147308349609,-0.0004496574401855469,0.0004496574401855469
plan_adam_eps1e17_16k_wd0.1,2,1,2,A40,iris-0,3.11.15,0.0018582344055175781,A100-SXM4-80GB,lotus-0,3.11.15,0.0021390914916992188,-0.0002808570861816406,0.0002808570861816406
plan_adam_eps1e17_16k_wd0.1,2,2,2,A40,iris-0,3.11.15,-0.00038933753967285156,A100-SXM4-80GB,lotus-0,3.11.15,-0.0006668567657470703,0.00027751922607421875,0.00027751922607421875
plan_adam_eps1e17_16k_wd0.1,2,3,2,A40,iris-0,3.11.15,0.0002803802490234375,A100-SXM4-80GB,lotus-0,3.11.15,0.001505136489868164,-0.0012247562408447266,0.0012247562408447266
plan_adam_eps1e17_16k_wd0.1,2,4,2,A40,iris-0,3.11.15,-0.0003154277801513672,A100-SXM4-80GB,lotus-0,3.11.15,-0.00013828277587890625,-0.00017714500427246094,0.00017714500427246094
plan_adam_eps1e17_16k_wd0.1,2,5,2,A40,iris-0,3.11.15,-0.00046372413635253906,A100-SXM4-80GB,lotus-0,3.11.15,-0.0003428459167480469,-0.00012087821960449219,0.00012087821960449219
plan_adam_eps1e17_16k_wd0.1,2,6,2,A40,iris-0,3.11.15,-0.0013794898986816406,A100-SXM4-80GB,lotus-0,3.11.15,0.001214742660522461,-0.0025942325592041016,0.0025942325592041016
