n,rule,method,qset,query,qld,ctrl_sd,ctrl_n
256000,top40,ekfac,held-out,7,0.0023302237241296098,9.18902806006372e-05,3
256000,top40,ekfac,held-out,8,0.004224618276111869,5.109968697070144e-05,3
256000,top40,ekfac,held-out,9,0.008415381111262832,0.0001791290706023574,3
256000,top40,ekfac,held-out,10,0.007682164509787981,8.47071860334836e-05,3
256000,top40,ekfac,held-out,11,0.01743912696838379,8.92459720489569e-05,3
256000,top40,ekfac,held-out,12,0.19261535008740793,0.00017423005192540586,3
256000,top40,ekfac,held-out,13,0.0052416324615478516,0.00014419869694393128,3
256000,top40,ekfac,held-out,14,0.005405028659879463,0.00024219552869908512,3
256000,top40,ekfac,held-out,15,0.006511688232421875,0.000260879605775699,3
256000,top40,ekfac,held-out,16,0.01026153564453125,0.00011123778676846996,3
256000,top40,ekfac,held-out,17,0.011019706726074219,0.00010285875760018826,3
256000,top40,ekfac,held-out,18,0.007079760238411836,3.080801252508536e-05,3
256000,top40,ekfac,held-out,19,0.02921326955402037,4.515205364441499e-05,3
256000,top40,bm25,in-dist,0,0.08420070012410481,0.005265172558042467,3
256000,top40,bm25,in-dist,1,0.13564491271972656,0.03957016053049508,3
256000,top40,bm25,in-dist,2,0.1430805524190267,0.0005283869368544388,3
256000,top40,bm25,in-dist,3,0.06918803850809734,0.00018652241230986182,3
256000,top40,bm25,in-dist,4,0.10344664255777995,0.0008236389506067884,3
256000,top40,bm25,in-dist,5,0.10243089993794759,0.0008846338239685059,3
256000,top40,bm25,in-dist,6,0.1121216615041097,0.001310973622360051,3
256000,top40,bm25,in-dist,7,0.11826697985331218,0.0012410111933565868,3
256000,top40,bm25,in-dist,8,0.11277039845784505,0.0013030587854354662,3
256000,top40,bm25,in-dist,9,0.1349662939707438,0.000914026152453472,3
256000,top40,bm25,in-dist,10,0.1595757802327474,0.001964484045637376,3
256000,top40,bm25,in-dist,11,0.14453681310017905,0.00191130238599996,3
256000,top40,bm25,in-dist,12,0.1451252301534017,0.0007293662561069914,3
256000,top40,bm25,in-dist,13,0.01621588071187337,0.0007815501719515531,3
256000,top40,bm25,in-dist,14,0.05141448974609375,0.00042465809280019435,3
256000,top40,bm25,in-dist,15,0.10963877042134602,0.00036749135447273595,3
256000,top40,bm25,in-dist,16,0.08783896764119466,0.001498485159256087,3
256000,top40,bm25,in-dist,17,0.06287058194478352,0.0007651280842887772,3
256000,top40,bm25,in-dist,18,0.0983277161916097,0.0008091335619106608,3
256000,top40,bm25,in-dist,19,0.10305507977803548,0.00044515978737922767,3
512000,top1%,ekfac,in-dist,0,0.2176516850789388,0.0008394370567956782,3
512000,top1%,ekfac,in-dist,1,0.2634611129760742,0.0028701732857016288,3
512000,top1%,ekfac,in-dist,2,0.3240155378977458,0.0029133939237484282,3
512000,top1%,ekfac,in-dist,3,0.28302963574727374,0.00127248552952087,3
512000,top1%,ekfac,in-dist,4,0.27763160069783527,0.0011950109133456522,3
512000,top1%,ekfac,in-dist,5,0.34210697809855145,0.0022220060584873308,3
512000,top1%,ekfac,in-dist,6,0.28836528460184735,0.0003408999132148924,3
512000,top1%,ekfac,in-dist,7,0.33167870839436847,0.004038686032136066,3
512000,top1%,ekfac,in-dist,8,0.2745424111684163,0.00460189455092433,3
512000,top1%,ekfac,in-dist,9,0.3194691340128581,0.006018189435790055,3
512000,top1%,ekfac,in-dist,10,0.32507864634195965,0.005037052186230297,3
512000,top1%,ekfac,in-dist,11,0.3162298997243245,0.004622200845006878,3
512000,top1%,ekfac,in-dist,12,0.32491230964660645,0.003086364955104873,3
512000,top1%,ekfac,in-dist,13,0.19843403498331705,0.004526206659175171,3
512000,top1%,ekfac,in-dist,14,0.23473087946573892,0.003629009270706215,3
512000,top1%,ekfac,in-dist,15,0.24980545043945312,0.0020157336038166174,3
512000,top1%,ekfac,in-dist,16,0.22365506490071616,0.0065759624529746815,3
512000,top1%,ekfac,in-dist,17,0.285306453704834,0.0026195972390253112,3
512000,top1%,ekfac,in-dist,18,0.34079504013061523,0.004222654271835496,3
512000,top1%,ekfac,in-dist,19,0.32219131787618,0.005741882641473953,3
512000,top1%,bm25,in-dist,0,0.17230757077534994,0.0008394370567956782,3
512000,top1%,bm25,in-dist,1,0.20168352127075195,0.0028701732857016288,3
512000,top1%,bm25,in-dist,2,0.2670556704203288,0.0029133939237484282,3
512000,top1%,bm25,in-dist,3,0.2408600648244222,0.00127248552952087,3
512000,top1%,bm25,in-dist,4,0.20940240224202475,0.0011950109133456522,3
512000,top1%,bm25,in-dist,5,0.2757546106974284,0.0022220060584873308,3
512000,top1%,bm25,in-dist,6,0.25023643175760907,0.0003408999132148924,3
512000,top1%,bm25,in-dist,7,0.2639339764912923,0.004038686032136066,3
512000,top1%,bm25,in-dist,8,0.2157750924428304,0.00460189455092433,3
512000,top1%,bm25,in-dist,9,0.24675742785135904,0.006018189435790055,3
512000,top1%,bm25,in-dist,10,0.27448121706644696,0.005037052186230297,3
512000,top1%,bm25,in-dist,11,0.319174846013387,0.004622200845006878,3
512000,top1%,bm25,in-dist,12,0.29132962226867676,0.003086364955104873,3
512000,top1%,bm25,in-dist,13,0.1536714235941569,0.004526206659175171,3
512000,top1%,bm25,in-dist,14,0.1974341074625651,0.003629009270706215,3
512000,top1%,bm25,in-dist,15,0.200181245803833,0.0020157336038166174,3
512000,top1%,bm25,in-dist,16,0.15192159016927084,0.0065759624529746815,3
512000,top1%,bm25,in-dist,17,0.44435858726501465,0.0026195972390253112,3
512000,top1%,bm25,in-dist,18,0.27352452278137207,0.004222654271835496,3
512000,top1%,bm25,in-dist,19,0.26054175694783527,0.005741882641473953,3
512000,top40,ekfac,in-dist,0,0.11453207333882649,0.0008394370567956782,3
512000,top40,ekfac,in-dist,1,0.1314237117767334,0.0028701732857016288,3
512000,top40,ekfac,in-dist,2,0.19329277674357095,0.0029133939237484282,3
512000,top40,ekfac,in-dist,3,0.1766966183980306,0.00127248552952087,3
512000,top40,ekfac,in-dist,4,0.17281158765157065,0.0011950109133456522,3
512000,top40,ekfac,in-dist,5,0.2124957243601481,0.0022220060584873308,3
512000,top40,ekfac,in-dist,6,0.18002788225809732,0.0003408999132148924,3
512000,top40,ekfac,in-dist,7,0.21066840489705405,0.004038686032136066,3
512000,top40,ekfac,in-dist,8,0.16124423344930014,0.00460189455092433,3
512000,top40,ekfac,in-dist,9,0.1981975237528483,0.006018189435790055,3
512000,top40,ekfac,in-dist,10,0.21428505579630533,0.005037052186230297,3
512000,top40,ekfac,in-dist,11,0.1888242562611898,0.004622200845006878,3
512000,top40,ekfac,in-dist,12,0.19591975212097168,0.003086364955104873,3
512000,top40,ekfac,in-dist,13,0.10957519213358562,0.004526206659175171,3
512000,top40,ekfac,in-dist,14,0.14793054262797037,0.003629009270706215,3
512000,top40,ekfac,in-dist,15,0.1495053768157959,0.0020157336038166174,3
512000,top40,ekfac,in-dist,16,0.11742528279622395,0.0065759624529746815,3
512000,top40,ekfac,in-dist,17,0.15877437591552734,0.0026195972390253112,3
512000,top40,ekfac,in-dist,18,0.21938776969909668,0.004222654271835496,3
512000,top40,ekfac,in-dist,19,0.2159868081410726,0.005741882641473953,3
512000,top40,bm25,in-dist,0,0.11493237813313802,0.0008394370567956782,3
512000,top40,bm25,in-dist,1,0.13320112228393555,0.0028701732857016288,3
512000,top40,bm25,in-dist,2,0.19211355845133463,0.0029133939237484282,3
512000,top40,bm25,in-dist,3,0.17650898297627768,0.00127248552952087,3
512000,top40,bm25,in-dist,4,0.17519672711690268,0.0011950109133456522,3
512000,top40,bm25,in-dist,5,0.21640888849894205,0.0022220060584873308,3
512000,top40,bm25,in-dist,6,0.18555776278177896,0.0003408999132148924,3
512000,top40,bm25,in-dist,7,0.21132858594258627,0.004038686032136066,3
512000,top40,bm25,in-dist,8,0.16170652707417807,0.00460189455092433,3
512000,top40,bm25,in-dist,9,0.20102636019388834,0.006018189435790055,3
512000,top40,bm25,in-dist,10,0.21474568049112955,0.005037052186230297,3
512000,top40,bm25,in-dist,11,0.2037659486134847,0.004622200845006878,3
512000,top40,bm25,in-dist,12,0.18405652046203613,0.003086364955104873,3
512000,top40,bm25,in-dist,13,0.10902659098307292,0.004526206659175171,3
512000,top40,bm25,in-dist,14,0.14921347300211588,0.003629009270706215,3
512000,top40,bm25,in-dist,15,0.14884662628173828,0.0020157336038166174,3
512000,top40,bm25,in-dist,16,0.11491616566975911,0.0065759624529746815,3
512000,top40,bm25,in-dist,17,0.13417553901672363,0.0026195972390253112,3
512000,top40,bm25,in-dist,18,0.21487998962402344,0.004222654271835496,3
512000,top40,bm25,in-dist,19,0.21477278073628744,0.005741882641473953,3
