n,rule,method,qset,query,qld,ctrl_sd,ctrl_n
16000,top1%,ekfac,in-dist,2,0.05576720475801267,0.00129038468003273,100
16000,top1%,ekfac,in-dist,3,0.036504471296211705,0.0013472953578457236,100
16000,top1%,ekfac,in-dist,4,0.03370940446984605,0.0009879727149382234,100
16000,top1%,ekfac,in-dist,5,0.04762007950921543,0.0012182729551568627,100
16000,top1%,ekfac,in-dist,6,0.04275325775233796,0.0012178339529782534,100
16000,top1%,ekfac,in-dist,7,0.055159733281470835,0.001330654718913138,100
16000,top1%,ekfac,in-dist,8,0.038283798698103055,0.0010701832361519337,100
16000,top1%,ekfac,in-dist,9,0.04370557070069481,0.001103149726986885,100
16000,top1%,ekfac,in-dist,10,0.04812958001275547,0.0010818821610882878,100
16000,top1%,ekfac,in-dist,11,0.0781971764517948,0.0012942826142534614,100
16000,top1%,ekfac,in-dist,12,0.06623630999820307,0.0030040768906474113,100
16000,top1%,ekfac,in-dist,13,0.029783427715301514,0.0010230425978079438,100
16000,top1%,ekfac,in-dist,14,0.02387559413909912,0.0009286106214858592,100
16000,top1%,ekfac,in-dist,15,0.021881501670577563,0.0008516172529198229,100
16000,top1%,ekfac,in-dist,16,0.021672587405191734,0.0010599297238513827,100
16000,top1%,ekfac,in-dist,17,0.27642934321193025,0.002491891384124756,100
16000,top1%,ekfac,in-dist,18,0.030585703847464174,0.0009588808170519769,100
16000,top1%,ekfac,in-dist,19,0.04143392086552922,0.001183739397674799,100
16000,top1%,ekfac,held-out,0,0.02892533940030262,0.0001693828235147521,3
16000,top1%,ekfac,held-out,1,0.02655442555260379,0.0008166265324689448,3
16000,top1%,ekfac,held-out,2,0.016597986221313477,0.001428435673005879,3
16000,top1%,ekfac,held-out,3,0.03854926428175531,0.0002829253498930484,3
16000,top1%,ekfac,held-out,4,0.028436660766601562,0.0007428420358337462,3
16000,top1%,ekfac,held-out,5,0.028909047454362735,7.685378659516573e-05,3
16000,top1%,ekfac,held-out,6,0.020751953125,0.000409160100389272,3
16000,top1%,ekfac,held-out,7,0.015924930572509766,0.0007506595575250685,3
16000,top1%,ekfac,held-out,8,0.01767571767049958,0.00038966306601651013,3
16000,top1%,ekfac,held-out,9,0.029060443237540312,0.0007174601196311414,3
16000,top1%,ekfac,held-out,10,0.024741331741097383,0.0003215885953977704,3
16000,top1%,ekfac,held-out,11,0.02407677967858035,0.0004551885067485273,3
16000,top1%,ekfac,held-out,12,0.04949959119039704,0.0014199374709278345,3
16000,top1%,ekfac,held-out,13,0.017893075942993164,0.0014609047211706638,3
16000,top1%,ekfac,held-out,14,0.03208692869520746,0.0004647717287298292,3
16000,top1%,ekfac,held-out,15,0.08241550126695074,0.0009277284261770546,3
16000,top1%,ekfac,held-out,16,0.022226730980037246,3.643854506663047e-05,3
16000,top1%,ekfac,held-out,17,0.023835261672502384,0.00040754335350356996,3
16000,top1%,ekfac,held-out,18,0.023812135055777617,0.0007469675620086491,3
16000,top1%,ekfac,held-out,19,0.0324704647064209,0.000976462964899838,3
16000,top1%,bm25,in-dist,0,0.0219874858885305,0.0009416589164175093,100
16000,top1%,bm25,in-dist,1,0.021244246960122837,0.0011967866448685527,100
16000,top1%,bm25,in-dist,2,0.05015530824312009,0.00129038468003273,100
16000,top1%,bm25,in-dist,3,0.021546089643379673,0.0013472953578457236,100
16000,top1%,bm25,in-dist,4,0.020736095906613627,0.0009879727149382234,100
16000,top1%,bm25,in-dist,5,0.029750130168395117,0.0012182729551568627,100
16000,top1%,bm25,in-dist,6,0.023602523804584052,0.0012178339529782534,100
16000,top1%,bm25,in-dist,7,0.02839486359152943,0.001330654718913138,100
16000,top1%,bm25,in-dist,8,0.021130058768903837,0.0010701832361519337,100
16000,top1%,bm25,in-dist,9,0.023103344443370588,0.001103149726986885,100
16000,top1%,bm25,in-dist,10,0.031973144999938086,0.0010818821610882878,100
16000,top1%,bm25,in-dist,11,0.07714169740211219,0.0012942826142534614,100
16000,top1%,bm25,in-dist,12,0.06027036189334467,0.0030040768906474113,100
16000,top1%,bm25,in-dist,13,0.019962012767791748,0.0010230425978079438,100
16000,top1%,bm25,in-dist,14,0.01260387897491455,0.0009286106214858592,100
16000,top1%,bm25,in-dist,15,0.013553302283980884,0.0008516172529198229,100
16000,top1%,bm25,in-dist,16,0.011240820895181969,0.0010599297238513827,100
16000,top1%,bm25,in-dist,17,0.27124254702357575,0.002491891384124756,100
16000,top1%,bm25,in-dist,18,0.014576849935110658,0.0009588808170519769,100
16000,top1%,bm25,in-dist,19,0.01060711384343449,0.001183739397674799,100
16000,top1%,magic,in-dist,0,0.06485633850388695,0.0009416589164175093,100
16000,top1%,magic,in-dist,1,0.06255192756725592,0.0011967787286266685,100
16000,top1%,magic,in-dist,2,0.10837712525972165,0.001290391432121396,100
16000,top1%,magic,in-dist,3,0.09306643009767868,0.001347285695374012,100
16000,top1%,magic,in-dist,4,0.07516825199127197,0.000987980398349464,100
16000,top1%,magic,in-dist,5,0.08561709881178103,0.0012182720238342881,100
16000,top1%,magic,in-dist,6,0.07085138082766207,0.001217865152284503,100
16000,top1%,magic,in-dist,7,0.0981916451419238,0.0013306839391589165,100
16000,top1%,magic,in-dist,8,0.07375954628514592,0.001070189056918025,100
16000,top1%,magic,in-dist,9,0.07487902164575644,0.0011031441390514374,100
16000,top1%,magic,in-dist,10,0.08341719387681223,0.0010818337323144078,100
16000,top1%,magic,in-dist,11,0.10909430027822964,0.0012942668981850147,100
16000,top1%,magic,in-dist,12,0.08796153543516994,0.0030041011050343513,100
16000,top1%,magic,in-dist,13,0.07094140291155782,0.0010230197804048657,100
16000,top1%,magic,in-dist,14,0.06331722021423047,0.0009286658023484051,100
16000,top1%,magic,in-dist,15,0.0830660748470109,0.0008516838424839079,100
16000,top1%,magic,in-dist,16,0.05964504717849195,0.0010599454399198294,100
16000,top1%,magic,in-dist,17,0.2971591329551302,0.002491875784471631,100
16000,top1%,magic,in-dist,18,0.06413954019808443,0.0009588490356691182,100
16000,top1%,magic,in-dist,19,0.08744943380588666,0.0011837385827675462,100
16000,top1%,jina,in-dist,0,0.014223893484086148,0.0006664860411547124,3
16000,top1%,jina,in-dist,1,0.014470815658569336,0.001322346506640315,3
16000,top1%,jina,in-dist,2,0.03767236073326785,0.0006734149646945298,3
16000,top1%,jina,in-dist,3,0.01638992628431879,0.0005745031521655619,3
16000,top1%,jina,in-dist,4,0.012788375228410587,0.000828513060696423,3
16000,top1%,jina,in-dist,5,0.020526647567749023,0.0003527018416207284,3
16000,top1%,jina,in-dist,6,0.009282827377319336,0.0010509606217965484,3
16000,top1%,jina,in-dist,7,0.01228729885770008,0.0003040670999325812,3
16000,top1%,jina,in-dist,8,0.016396760940551758,0.000519182241987437,3
16000,top1%,jina,in-dist,9,0.008099635437247343,0.0003126881492789835,3
16000,top1%,jina,in-dist,10,0.014193058013916016,0.0006376985111273825,3
16000,top1%,jina,in-dist,11,0.05361366271972656,0.001384475501254201,3
16000,top1%,jina,in-dist,12,0.05145994829945266,0.0038985556457191706,3
16000,top1%,jina,in-dist,13,0.01010076203965582,0.00029073015321046114,3
16000,top1%,jina,in-dist,14,-0.0028492609853856266,0.0006627256516367197,3
16000,top1%,jina,in-dist,15,0.007762034714687616,0.0006284494884312153,3
16000,top1%,jina,in-dist,16,0.0034753481741063297,0.0007790816016495228,3
16000,top1%,jina,in-dist,17,0.0006626447138842195,0.0023750821128487587,3
16000,top1%,jina,in-dist,18,0.0012687047419603914,0.00010953260789392516,3
16000,top1%,jina,in-dist,19,0.0020875930786132812,0.0007182986591942608,3
16000,top40,ekfac,in-dist,0,0.015001694366219454,0.00039278072654269636,3
16000,top40,ekfac,in-dist,1,0.016523917511221953,0.000341471895808354,3
16000,top40,ekfac,in-dist,2,0.03692475954449037,0.0009023549500852823,3
16000,top40,ekfac,in-dist,3,0.021242856979370117,0.0003384584269952029,3
16000,top40,ekfac,in-dist,4,0.016691525786882266,7.141595415305346e-05,3
16000,top40,ekfac,in-dist,5,0.026611804962158203,0.000466476718429476,3
16000,top40,ekfac,in-dist,6,0.023938496909977403,0.0003444553876761347,3
16000,top40,ekfac,in-dist,7,0.030007282894075615,0.0006932632531970739,3
16000,top40,ekfac,in-dist,8,0.02018260955810547,0.00035480145015753806,3
16000,top40,ekfac,in-dist,9,0.0197692712135904,0.0005252365372143686,3
16000,top40,ekfac,in-dist,10,0.027126630156999454,0.00024131874670274556,3
16000,top40,ekfac,in-dist,11,0.044177611664053984,0.0005409269360825419,3
16000,top40,ekfac,in-dist,12,0.046033938648179173,0.0038284126203507185,3
16000,top40,ekfac,in-dist,13,0.01193420092749875,0.0003494379052426666,3
16000,top40,ekfac,in-dist,14,0.010216236114501953,0.0006685954285785556,3
16000,top40,ekfac,in-dist,15,0.006914297729963437,0.00034537375904619694,3
16000,top40,ekfac,in-dist,16,0.009333133697509766,0.00019808969227597117,3
16000,top40,ekfac,in-dist,17,0.11779944102454465,0.0014302798081189394,3
16000,top40,ekfac,in-dist,18,0.01041849453758914,0.0001158864761237055,3
16000,top40,ekfac,in-dist,19,0.01652566592383664,0.00022404108312912285,3
16000,top40,ekfac,held-out,0,0.013496081039193086,0.0001272988592972979,3
16000,top40,ekfac,held-out,1,0.009708166122436523,0.0010701522696763277,3
16000,top40,ekfac,held-out,2,0.006442705795052461,0.0002782914089038968,3
16000,top40,ekfac,held-out,3,0.017609914153581485,0.0002397202915744856,3
16000,top40,ekfac,held-out,4,0.0109194914548425,0.0004232312203384936,3
16000,top40,ekfac,held-out,5,0.009998877852922305,0.00034629940637387335,3
16000,top40,ekfac,held-out,6,0.00809931755065918,0.00044806653750129044,3
16000,top40,ekfac,held-out,7,0.006388584777596407,0.00044886895921081305,3
16000,top40,ekfac,held-out,8,0.006334861114737578,0.0003179904306307435,3
16000,top40,ekfac,held-out,9,0.012612581253051758,0.00036821485264226794,3
16000,top40,ekfac,held-out,10,0.008837143577693496,0.00037868026993237436,3
16000,top40,ekfac,held-out,11,0.00951830546000565,0.00043339779949747026,3
16000,top40,ekfac,held-out,12,0.031205336257698946,0.0003361205162946135,3
16000,top40,ekfac,held-out,13,0.00710447629353439,0.00046030725934542716,3
16000,top40,ekfac,held-out,14,0.015353838600276504,0.0005423050606623292,3
16000,top40,ekfac,held-out,15,0.029248476028442383,0.00012808736937586218,3
16000,top40,ekfac,held-out,16,0.008524497352482285,0.00017860055959317833,3
16000,top40,ekfac,held-out,17,0.00934743881225586,0.00012588569370564073,3
16000,top40,ekfac,held-out,18,0.009318828582763672,0.00010554675100138411,3
16000,top40,ekfac,held-out,19,0.011556863784790039,0.0005646267090924084,3
16000,top40,bm25,in-dist,0,0.015669981643441133,0.00039278072654269636,3
16000,top40,bm25,in-dist,1,0.013709624603507109,0.000341471895808354,3
16000,top40,bm25,in-dist,2,0.03390041986858705,0.0009023549500852823,3
16000,top40,bm25,in-dist,3,0.01357269287109375,0.0003384584269952029,3
16000,top40,bm25,in-dist,4,0.0137058099207934,7.141595415305346e-05,3
16000,top40,bm25,in-dist,5,0.0201413631439209,0.000466476718429476,3
16000,top40,bm25,in-dist,6,0.013896067939640488,0.0003444553876761347,3
16000,top40,bm25,in-dist,7,0.019328991573274834,0.0006932632531970739,3
16000,top40,bm25,in-dist,8,0.013228893280029297,0.00035480145015753806,3
16000,top40,bm25,in-dist,9,0.013622363407193916,0.0005252365372143686,3
16000,top40,bm25,in-dist,10,0.020829757064348087,0.00024131874670274556,3
16000,top40,bm25,in-dist,11,0.05775578816246707,0.0005409269360825419,3
16000,top40,bm25,in-dist,12,0.04406078648753464,0.0038284126203507185,3
16000,top40,bm25,in-dist,13,0.010807434722664766,0.0003494379052426666,3
16000,top40,bm25,in-dist,14,0.00331878662109375,0.0006685954285785556,3
16000,top40,bm25,in-dist,15,0.007419268280500546,0.00034537375904619694,3
16000,top40,bm25,in-dist,16,0.004076957702636719,0.00019808969227597117,3
16000,top40,bm25,in-dist,17,0.11826507250953,0.0014302798081189394,3
16000,top40,bm25,in-dist,18,0.005228837326285429,0.0001158864761237055,3
16000,top40,bm25,in-dist,19,0.0006255308835534379,0.00022404108312912285,3
16000,top40,magic,in-dist,0,0.02773594856262207,0.0003922930627595633,3
16000,top40,magic,in-dist,1,0.026877880096435547,0.0003419583954382688,3
16000,top40,magic,in-dist,2,0.05129861831665039,0.0009026351035572588,3
16000,top40,magic,in-dist,3,0.04024116198706906,0.00033842812990769744,3
16000,top40,magic,in-dist,4,0.029410918563371524,7.14815832907334e-05,3
16000,top40,magic,in-dist,5,0.039606650672794785,0.0004667457833420485,3
16000,top40,magic,in-dist,6,0.03067151705181459,0.00034387054620310664,3
16000,top40,magic,in-dist,7,0.04515647888183594,0.0006932165706530213,3
16000,top40,magic,in-dist,8,0.029545307159423828,0.0003552263951860368,3
16000,top40,magic,in-dist,9,0.032553911209106445,0.000525047944393009,3
16000,top40,magic,in-dist,10,0.039705197006696835,0.00024020837736316025,3
16000,top40,magic,in-dist,11,0.06280859310936648,0.0005434128688648343,3
16000,top40,magic,in-dist,12,0.052454233169555664,0.003828039625659585,3
16000,top40,magic,in-dist,13,0.03035465876746457,0.0003488774527795613,3
16000,top40,magic,in-dist,14,0.02293340364121832,0.0006684893742203712,3
16000,top40,magic,in-dist,15,0.0480686028895434,0.00034472139668650925,3
16000,top40,magic,in-dist,16,0.02081449826800963,0.0001982439134735614,3
16000,top40,magic,in-dist,17,0.13169415791344363,0.0014304171781986952,3
16000,top40,magic,in-dist,18,0.022382259368896484,0.00011676743451971561,3
16000,top40,magic,in-dist,19,0.03758875529456418,0.00022404108312912285,3
16000,top40,jina,in-dist,0,0.011312246322631836,0.0003922930627595633,3
16000,top40,jina,in-dist,1,0.009356498718261719,0.0003419583954382688,3
16000,top40,jina,in-dist,2,0.03165483474731445,0.0009023367892950773,3
16000,top40,jina,in-dist,3,0.009317715957877226,0.0003383127332199365,3
16000,top40,jina,in-dist,4,0.009157021850114688,7.14815832907334e-05,3
16000,top40,jina,in-dist,5,0.011658668518066406,0.00046652264427393675,3
16000,top40,jina,in-dist,6,0.002351442970393691,0.00034387054620310664,3
16000,top40,jina,in-dist,7,0.0039745966605551075,0.0006934282137081027,3
16000,top40,jina,in-dist,8,0.011912345886230469,0.0003545766812749207,3
16000,top40,jina,in-dist,9,0.0035571257285482716,0.000525181123521179,3
16000,top40,jina,in-dist,10,0.014036893844604492,0.00024075849796645343,3
16000,top40,jina,in-dist,11,0.04261946678161621,0.0005431430763565004,3
16000,top40,jina,in-dist,12,0.04814235377125442,0.0038282095920294523,3
16000,top40,jina,in-dist,13,0.0058557192533044145,0.0003488774527795613,3
16000,top40,jina,in-dist,14,-0.002949953079223633,0.0006690280279144645,3
16000,top40,jina,in-dist,15,0.0041010379791259766,0.00034498798777349293,3
16000,top40,jina,in-dist,16,0.0011494159698486328,0.00019808969227597117,3
16000,top40,jina,in-dist,17,-0.000967184707405977,0.0014304171781986952,3
16000,top40,jina,in-dist,18,0.0010565916745690629,0.00011655629350570962,3
16000,top40,jina,in-dist,19,-0.0015291372983483598,0.00022423344489652663,3
32000,top1%,ekfac,in-dist,0,0.04527896165382117,0.0009521422907710075,100
32000,top1%,ekfac,in-dist,1,0.04154544830089435,0.0010295495158061385,100
32000,top1%,ekfac,in-dist,2,0.06480026245117188,0.0015242076478898525,100
32000,top1%,ekfac,in-dist,3,0.05254341363615822,0.0011426381533965468,100
32000,top1%,ekfac,in-dist,4,0.04409486771328375,0.001018639886751771,100
32000,top1%,ekfac,in-dist,5,0.06556909321807325,0.001469694427214563,100
32000,top1%,ekfac,in-dist,6,0.05653517245082185,0.0010607375297695398,100
32000,top1%,ekfac,in-dist,7,0.06383980752434582,0.0012989516835659742,100
32000,top1%,ekfac,in-dist,8,0.04647149323136546,0.001050451654009521,100
32000,top1%,ekfac,in-dist,9,0.05649951934174169,0.001080976682715118,100
32000,top1%,ekfac,in-dist,10,0.060951592924539,0.0013257007813081145,100
32000,top1%,ekfac,in-dist,11,0.08603649854194373,0.001307954895310104,100
32000,top1%,ekfac,in-dist,12,0.0759159207373159,0.0017829799326136708,100
32000,top1%,ekfac,in-dist,13,0.03376609564293176,0.0009871264919638634,100
32000,top1%,ekfac,in-dist,14,0.03866802692937199,0.0009534424170851707,100
32000,top1%,ekfac,in-dist,15,0.035614290231023915,0.0009945171186700463,100
32000,top1%,ekfac,in-dist,16,0.03393063784460537,0.0011173677630722523,100
32000,top1%,ekfac,in-dist,17,0.05816473960294388,0.001004900666885078,100
32000,top1%,ekfac,in-dist,18,0.045369782448688056,0.0008676191209815443,100
32000,top1%,ekfac,in-dist,19,0.060696499349433,0.0012208307161927223,100
32000,top1%,ekfac,held-out,0,0.039266347885131836,0.0005864848499186337,3
32000,top1%,ekfac,held-out,1,0.04571104049682617,0.0019844109192490578,3
32000,top1%,ekfac,held-out,2,0.04174455006796052,0.001644208445213735,3
32000,top1%,ekfac,held-out,3,0.05174009004258551,0.00017160446441266686,3
32000,top1%,ekfac,held-out,4,0.0416414737701416,0.00022247800370678306,3
32000,top1%,ekfac,held-out,5,0.03471668561178376,0.0007976528722792864,3
32000,top1%,ekfac,held-out,6,0.029462575912475586,0.0010370661038905382,3
32000,top1%,ekfac,held-out,7,0.0256878535146825,0.0005762785440310836,3
32000,top1%,ekfac,held-out,8,0.02886033058166504,7.660956907784566e-05,3
32000,top1%,ekfac,held-out,9,0.04088091850280762,0.001945437747053802,3
32000,top1%,ekfac,held-out,10,0.03717446327209473,0.0016843285411596298,3
32000,top1%,ekfac,held-out,11,0.034419457078911364,0.000896600482519716,3
32000,top1%,ekfac,held-out,12,0.057158708572387695,0.0009207522380165756,3
32000,top1%,ekfac,held-out,13,0.02886001270962879,0.000639364356175065,3
32000,top1%,ekfac,held-out,14,0.038641929626464844,0.0006556531880050898,3
32000,top1%,ekfac,held-out,15,0.07887442907667719,0.0005655896966345608,3
32000,top1%,ekfac,held-out,16,0.032071590423583984,0.0005389455473050475,3
32000,top1%,ekfac,held-out,17,0.03352348010230344,0.0008036555373109877,3
32000,top1%,ekfac,held-out,18,0.032065629959106445,0.0007545254193246365,3
32000,top1%,ekfac,held-out,19,0.03605063757277094,0.0019427543738856912,3
32000,top1%,bm25,in-dist,0,0.026998217101208866,0.0009521422907710075,100
32000,top1%,bm25,in-dist,1,0.025966701505240053,0.0010295495158061385,100
32000,top1%,bm25,in-dist,2,0.04367351531982422,0.0015242076478898525,100
32000,top1%,bm25,in-dist,3,0.022227776047657244,0.0011426381533965468,100
32000,top1%,bm25,in-dist,4,0.017141170508693904,0.001018639886751771,100
32000,top1%,bm25,in-dist,5,0.028153827181085944,0.001469694427214563,100
32000,top1%,bm25,in-dist,6,0.025170547962188716,0.0010553609578896467,100
32000,top1%,bm25,in-dist,7,0.022187128067016608,0.0012923822066846346,100
32000,top1%,bm25,in-dist,8,0.02365698097855784,0.001050451654009521,100
32000,top1%,bm25,in-dist,9,0.01761249541596044,0.001080976682715118,100
32000,top1%,bm25,in-dist,10,0.03061998129123822,0.0013257007813081145,100
32000,top1%,bm25,in-dist,11,0.08074217557441443,0.001307954895310104,100
32000,top1%,bm25,in-dist,12,0.05688558817200828,0.0017829799326136708,100
32000,top1%,bm25,in-dist,13,0.021845405106432736,0.0009871264919638634,100
32000,top1%,bm25,in-dist,14,0.016833176618092693,0.0009534424170851707,100
32000,top1%,bm25,in-dist,15,0.017941274636541493,0.0009945171186700463,100
32000,top1%,bm25,in-dist,16,0.015773155697388574,0.0011173677630722523,100
32000,top1%,bm25,in-dist,17,0.3160404205264058,0.001004900666885078,100
32000,top1%,bm25,in-dist,18,0.014807620049396064,0.0008676191209815443,100
32000,top1%,bm25,in-dist,19,0.017858402730780654,0.0012208307161927223,100
32000,top1%,magic,in-dist,0,0.08006304025184363,0.0009521422907710075,100
32000,top1%,magic,in-dist,1,0.08205133437877521,0.0010295495158061385,100
32000,top1%,magic,in-dist,2,0.11447715759277344,0.0015242076478898525,100
32000,top1%,magic,in-dist,3,0.0947315812081797,0.0011426381533965468,100
32000,top1%,magic,in-dist,4,0.08967120171291754,0.001018639886751771,100
32000,top1%,magic,in-dist,5,0.11295955418609083,0.001469694427214563,100
32000,top1%,magic,in-dist,6,0.09402482508448884,0.0010607375297695398,100
32000,top1%,magic,in-dist,7,0.10790623666252941,0.0012989516835659742,100
32000,top1%,magic,in-dist,8,0.1046301293245051,0.001050451654009521,100
32000,top1%,magic,in-dist,9,0.09456376075104345,0.001080976682715118,100
32000,top1%,magic,in-dist,10,0.09802234411472455,0.0013257007813081145,100
32000,top1%,magic,in-dist,11,0.13546138524543494,0.001307954895310104,100
32000,top1%,magic,in-dist,12,0.10832320452027488,0.0017829799326136708,100
32000,top1%,magic,in-dist,13,0.08880597830284387,0.0009871264919638634,100
32000,top1%,magic,in-dist,14,0.08165894985722844,0.0009534424170851707,100
32000,top1%,magic,in-dist,15,0.09027413367584813,0.0009945171186700463,100
32000,top1%,magic,in-dist,16,0.07514248133520596,0.0011173677630722523,100
32000,top1%,magic,in-dist,17,0.08126296996488236,0.001004900666885078,100
32000,top1%,magic,in-dist,18,0.08623138904658845,0.0008676191209815443,100
32000,top1%,magic,in-dist,19,0.13093604326422792,0.0012208307161927223,100
32000,top40,ekfac,in-dist,0,0.01652948061382631,0.0003827134787570685,3
32000,top40,ekfac,in-dist,1,0.014427979796892032,0.0008723240462131798,3
32000,top40,ekfac,in-dist,2,0.03228839239454828,0.0003958064771723002,3
32000,top40,ekfac,in-dist,3,0.018700122833251953,0.0004077104676980525,3
32000,top40,ekfac,in-dist,4,0.015333573028328829,0.00017951532208826393,3
32000,top40,ekfac,in-dist,5,0.023493289947509766,0.0002546472242102027,3
32000,top40,ekfac,in-dist,6,0.019505023956298828,0.00017809070413932204,3
32000,top40,ekfac,in-dist,7,0.022745688755094307,0.00024950949591584504,3
32000,top40,ekfac,in-dist,8,0.013437032699584961,8.660832099849358e-05,3
32000,top40,ekfac,in-dist,9,0.01658638318622252,0.0002604744804557413,3
32000,top40,ekfac,in-dist,10,0.02098679542541504,4.298151907278225e-06,3
32000,top40,ekfac,in-dist,11,0.042166550949332304,0.0007361668394878507,3
32000,top40,ekfac,in-dist,12,0.04307913780212402,0.0005873558111488819,3
32000,top40,ekfac,in-dist,13,0.010219653449894395,0.00040328287286683917,3
32000,top40,ekfac,in-dist,14,0.011556784316780977,0.0002991295768879354,3
32000,top40,ekfac,in-dist,15,0.006738344818586484,0.00048739268095232546,3
32000,top40,ekfac,in-dist,16,0.007376909255981445,0.00016389053780585527,3
32000,top40,ekfac,in-dist,17,0.011155446380143985,0.00028947339160367846,3
32000,top40,ekfac,in-dist,18,0.012556393940940325,0.00018403789727017283,3
32000,top40,ekfac,in-dist,19,0.013299942016601562,0.0006122582126408815,3
32000,top40,ekfac,held-out,0,0.011447985967606655,0.0001955115731107071,3
32000,top40,ekfac,held-out,1,0.010774850845336914,0.0003837934054899961,3
32000,top40,ekfac,held-out,2,0.010420163482194766,0.00012279930524528027,3
32000,top40,ekfac,held-out,3,0.01718433698260924,6.222876982064918e-05,3
32000,top40,ekfac,held-out,4,0.01179655392843415,9.272071474697441e-05,3
32000,top40,ekfac,held-out,5,0.006954590480745537,0.00026312971021980047,3
32000,top40,ekfac,held-out,6,0.006257534027099609,0.0005123462178744376,3
32000,top40,ekfac,held-out,7,0.006747722625732422,0.00024033976660575718,3
32000,top40,ekfac,held-out,8,0.005901336669921875,0.0002966815372928977,3
32000,top40,ekfac,held-out,9,0.012444655098079238,0.00017418747302144766,3
32000,top40,ekfac,held-out,10,0.008989016219857149,0.0002975599782075733,3
32000,top40,ekfac,held-out,11,0.009193658828735352,7.597888179589063e-05,3
32000,top40,ekfac,held-out,12,0.027252912521362305,0.00012905054609291255,3
32000,top40,ekfac,held-out,13,0.006891886398079805,6.839510751888156e-05,3
32000,top40,ekfac,held-out,14,0.00978867213416379,0.0003548309614416212,3
32000,top40,ekfac,held-out,15,0.01766236624098383,8.46054608700797e-05,3
32000,top40,ekfac,held-out,16,0.007848739624023438,0.00014294619904831052,3
32000,top40,ekfac,held-out,17,0.008067766815656796,0.00024605149519629776,3
32000,top40,ekfac,held-out,18,0.007855335868953262,0.0005238461308181286,3
32000,top40,ekfac,held-out,19,0.008004029590665596,0.0005434915074147284,3
32000,top40,bm25,in-dist,0,0.01460175037384033,0.000947385787190548,100
32000,top40,bm25,in-dist,1,0.011845569610595698,0.001024415299064759,100
32000,top40,bm25,in-dist,2,0.026790027618408204,0.001516547841946704,100
32000,top40,bm25,in-dist,3,0.012583949565887454,0.0011369555343146297,100
32000,top40,bm25,in-dist,4,0.011160333156585685,0.0010134451982538257,100
32000,top40,bm25,in-dist,5,0.02013813018798827,0.0014622351860648266,100
32000,top40,bm25,in-dist,6,0.012320024967193598,0.0010553609578896467,100
32000,top40,bm25,in-dist,7,0.015086784362792973,0.0012923822066846346,100
32000,top40,bm25,in-dist,8,0.011259372234344468,0.001045264770081595,100
32000,top40,bm25,in-dist,9,0.009893929958343503,0.001075698556580766,100
32000,top40,bm25,in-dist,10,0.016955485343933107,0.0013190204975943617,100
32000,top40,bm25,in-dist,11,0.046096570491790764,0.0013015548062538305,100
32000,top40,bm25,in-dist,12,0.03642309188842774,0.0017740096608184453,100
32000,top40,bm25,in-dist,13,0.011126811504364006,0.000982176209266389,100
32000,top40,bm25,in-dist,14,0.0031542253494262623,0.000948811314635026,100
32000,top40,bm25,in-dist,15,0.004712893962860098,0.0009895220695316385,100
32000,top40,bm25,in-dist,16,0.0051597833633422715,0.0011117817471348263,100
32000,top40,bm25,in-dist,17,0.006413834095001204,0.000999884449999725,100
32000,top40,bm25,in-dist,18,0.0034527564048767076,0.0008630853614788129,100
32000,top40,bm25,in-dist,19,0.0012843275070190373,0.00121453019906516,100
32000,top40,magic,in-dist,0,0.025757551193237305,0.0003831317590083927,3
32000,top40,magic,in-dist,1,0.0218961238861084,0.000872692558914423,3
32000,top40,magic,in-dist,2,0.0440181891026441,0.0003949207894038409,3
32000,top40,magic,in-dist,3,0.026244004567161028,0.00040667783468961716,3
32000,top40,magic,in-dist,4,0.01696459452068666,0.00042268543620593846,3
32000,top40,magic,in-dist,5,0.03201484680175781,0.00018128781812265515,3
32000,top40,magic,in-dist,6,0.02661315600562375,0.00017749080143403262,3
32000,top40,magic,in-dist,7,0.032727877300203545,0.00024994483101181686,3
32000,top40,magic,in-dist,8,0.026696125667513115,8.507145685143769e-05,3
32000,top40,magic,in-dist,9,0.02670129140460631,0.00026024130056612194,3
32000,top40,magic,in-dist,10,0.027749141057938687,4.145559159951517e-06,3
32000,top40,magic,in-dist,11,0.051632324859383516,0.0007366498466581106,3
32000,top40,magic,in-dist,12,0.04951993624354145,0.0005872129113413393,3
32000,top40,magic,in-dist,13,0.02492491403972963,0.0004034550511278212,3
32000,top40,magic,in-dist,14,0.019077380493399687,0.00029960236861370504,3
32000,top40,magic,in-dist,15,0.028624773025512695,0.0004872098215855658,3
32000,top40,magic,in-dist,16,0.015624920517439023,0.0001640209520701319,3
32000,top40,magic,in-dist,17,0.023920059204101562,0.0002898496459238231,3
32000,top40,magic,in-dist,18,0.018542607625022356,0.00018437979451846331,3
32000,top40,magic,in-dist,19,0.03136595091200434,0.0006121071055531502,3
64000,top1%,ekfac,in-dist,0,0.08323039054870605,0.0030401810302251495,100
64000,top1%,ekfac,in-dist,1,0.11827862739562989,0.0061725642705907,100
64000,top1%,ekfac,in-dist,2,0.14726634740829467,0.00828987495891561,100
64000,top1%,ekfac,in-dist,3,0.11796047687530517,0.0010452053723580125,100
64000,top1%,ekfac,in-dist,4,0.10888736963272094,0.00447211658041125,100
64000,top1%,ekfac,in-dist,5,0.168260338306427,0.0067909907508674735,100
